subs,class,EEAct,ERAct,RRAct,EEActUnsigned,ERActUnsigned,RRActUnsigned,subsMem,RT,eHippLeft,eHippRight,rHippLeft,rHippRight,encSess,retSess,Item,ClassSpecVoxVals,OtherClassSpecVoxVals,IntensityActDiff,NrmIntensityActDiff,globalSignal,EERSA_CorClass,EERSA_IncClass,ERRSA_CorClass,ERRSA_IncClass,eHippLeftUnstd,eHippRightUnstd,rHippLeftUnstd,rHippRightUnstd,EEHippOnlyAct,ERHippOnlyAct,EIntensity_ActCor,EIntensity_ActInc,EIntensity_ActDiff
15,1,1.8824,2.7947,0.20935,1.8824,2.7947,0.20935,1,1.353,0.45379,-0.26074,0.36169,0.90318,1,5,REPTILIAN,0.9779,-1.1787,1.1896,-2.9666,0.012757,0.10378,-0.0011281,0.079559,-0.0013384,0.16667,-0.057994,0.084117,0.20003,0.037064,1.5412,0.761,-0.59769,1.3587
15,1,1.8648,2.8016,0.54009,1.8648,2.8016,0.54009,1,1.9174,-0.5288,-0.21037,-0.25166,-0.78705,4,5,MORBID,-0.30267,-0.98699,0.33319,-0.19062,-0.078596,0.056538,0.003167,-0.059486,-0.032303,0.083045,0.28524,-0.16473,-0.31191,0.42556,-0.931,0.90908,-1.3297,2.2387
15,2,-5.3776,-2.3824,-2.059,5.3776,2.3824,2.059,1,1.5133,-0.76971,-0.11324,0.46132,-1.0676,2,5,CHAOTIC,1.8571,-0.95201,1.5917,0.076993,0.48034,0.13025,-0.01372,-0.11429,-0.16877,-0.05505,0.24046,0.46938,0.11734,1.4176,2.4073,1.0665,-1.8882,2.9547
15,1,1.0415,-0.90031,-1.6548,1.0415,-0.90031,-1.6548,1,1.4051,1.1724,1.4049,-0.018849,-0.23789,3,5,ANGELIC,-1.1488,-0.054987,-0.65055,1.0902,0.19249,0.054808,-0.0064241,0.037144,0.13863,0.50693,0.53798,0.11009,0.070186,-0.089171,-2.2241,0.073306,-0.55004,0.62335
15,2,-1.9051,-0.019156,-0.86276,1.9051,0.019156,0.86276,1,1.8933,-0.39917,-1.7154,-0.44984,-0.51374,1,5,LITTLE,-0.93693,-1.4686,0.20816,-0.79049,0.34153,0.0052977,-0.031676,0.01123,0.021057,-1.0898,-1.7185,0.098191,0.1334,-0.067076,0.96043,1.8134,-0.98692,2.8003
15,2,-3.47,-0.979,-0.38479,3.47,0.979,0.38479,1,1.289,0.79956,1.384,-0.42782,0.00037226,1,5,SEEDY,-0.039213,-0.42476,0.19721,-0.0071597,0.34385,0.10738,-0.022477,0.030765,-0.00077111,0.59008,0.80639,0.10638,0.26608,1.3303,0.8149,0.34383,-0.18419,0.52802
15,1,1.4768,-0.18115,0.27261,1.4768,-0.18115,0.27261,1,2.9534,-1.0321,-1.1167,-1.5004,-1.2835,2,5,STORMY,0.12903,0.73928,-0.3073,0.042685,-0.87042,0.15999,-0.039034,0.087041,0.08006,-0.14365,-0.04284,-1.1272,-1.1412,1.0404,0.84806,1.487,-0.904,2.391
15,2,-2.0887,1.1851,0.37623,2.0887,-1.1851,-0.37623,1,1.6216,0.70259,1.0866,2.03,2.2788,1,6,BOURGEOIS,-1.0424,1.9442,-1.6249,-1.0852,0.033786,-6.0477e-05,0.014516,0.11052,0.11155,0.24667,0.31819,0.58745,0.56903,-0.60215,2.7341,0.61072,0.20333,0.40739
15,2,-2.1613,-3.4122,-1.0638,2.1613,3.4122,1.0638,1,1.4852,-3.2625,-2.9821,-2.2657,-3.6608,3,6,TECHNICAL,1.5032,-2.2157,2.0382,3.1431,0.15513,0.084021,-0.0054346,-0.045752,-0.045887,-1.274,-1.0498,-0.57442,-0.83429,1.6944,1.2041,0.51887,-1.536,2.0549
15,1,1.756,-0.056049,-2.2776,1.756,-0.056049,-2.2776,0,2.2376,-1.0395,-1.0571,-2.4275,-0.59137,3,6,SPOOKY,-1.1964,2.486,-1.997,-0.32845,0.66473,0.14256,-0.0457,0.034586,0.00081632,-0.45561,-0.42846,-0.22731,0.40344,0.75041,-1.2314,-0.069515,-0.99446,0.92495
15,1,4.7809,-0.071828,-0.42474,4.7809,-0.071828,-0.42474,1,1.0977,0.17071,-0.88833,2.1308,-1.1137,1,6,MEDIEVAL,-1.7783,1.626,-1.8949,-0.38415,0.64413,0.15198,-0.10372,0.061594,-0.0065693,-0.065442,-0.41223,1.0778,0.25299,0.80732,2.2713,0.81364,-1.4215,2.2351
15,2,0.5961,-0.68259,0.1009,-0.5961,0.68259,-0.1009,0,2.7174,-0.29108,-0.51667,0.3026,1.4395,6,6,SWEATY,-0.21789,-0.48902,0.12493,-0.0017939,0.32528,-0.020298,0.047573,0.16355,0.1552,0.011321,-0.00075921,0.30513,0.61517,-1.6986,0.9086,-0.54189,0.36323,-0.90512
15,1,0.5535,3.7955,-1.0215,0.5535,3.7955,-1.0215,1,1.4734,0.76533,1.0625,1.7979,2.6286,3,6,SLUMMY,1.2312,-2.3057,1.9241,-0.83147,-0.038478,0.12497,-0.047197,-0.089305,-0.11876,0.48379,0.5921,0.46453,0.59348,1.8351,1.0245,0.93403,-0.41593,1.35
15,1,2.1379,2.0054,-0.16944,2.1379,2.0054,-0.16944,1,2.1976,1.2046,1.2653,-0.070491,-0.32647,5,6,ATHLETIC,-0.23719,-1.5173,0.64704,-0.14451,-0.27551,0.11966,-0.0047672,-0.063485,-0.12631,0.27903,0.18725,-0.26202,-0.37053,2.4333,3.2189,0.864,-0.33635,1.2003
15,2,-3.2967,0.65369,0.37231,3.2967,-0.65369,-0.37231,1,2.0334,-2.8413,-3.393,-0.057452,-0.25203,5,6,FRUITY,-1.9725,1.7541,-2.0761,0.17531,-0.88408,0.10439,-0.074863,-0.072551,-0.009601,-0.62384,-0.50915,-0.72229,-0.89461,1.719,-4.6367,0.080506,-1.0524,1.1329
15,1,1.3586,2.3318,1.1988,1.3586,2.3318,1.1988,1,1.3813,1.6438,1.5685,1.604,1.2952,3,6,BRAWNY,2.2357,-0.24667,1.4496,-0.17137,-0.86515,0.012216,-0.016728,-0.0071903,0.0099197,0.18214,-0.047553,-0.22963,-0.48956,1.111,-0.12984,-0.22153,-0.53586,0.31433
15,1,-1.4201,2.469,1.8802,-1.4201,2.469,1.8802,1,2.0973,-1.5487,-0.5489,-0.40553,-1.0959,6,6,CONTENT,0.26058,-0.39509,0.35903,0.81812,0.097918,0.045161,-0.0047705,-0.068475,-0.080412,-0.23805,0.22468,-0.074993,-0.23278,-0.68004,0.37612,0.91799,-0.71809,1.6361
15,2,-7.1085,-2.4937,-1.7915,7.1085,2.4937,1.7915,1,1.2817,1.3192,1.3851,0.64519,-0.21366,5,6,EXCLUSIVE,0.23426,-1.2347,0.77909,0.016584,0.56117,0.028153,-0.048174,0.034524,-0.071757,0.78039,0.82359,0.58423,0.40612,2.9591,4.1306,1.9772,-0.2238,2.201
15,1,1.6962,1.2557,-0.2772,1.6962,1.2557,-0.2772,1,1.8692,-0.45291,0.022369,0.080753,0.13637,5,6,COLLEGIATE,0.70718,-1.1046,0.99113,-0.22566,-0.36074,0.087791,-0.020443,0.15487,0.15929,-0.30932,-0.19286,-0.28296,-0.32908,0.050499,0.81128,0.36058,-0.16531,0.52589
15,1,3.6535,-1.2552,-1.7859,3.6535,-1.2552,-1.7859,1,1.2093,-0.042302,-0.33002,0.77093,0.93257,1,6,GOTHIC,-1.1127,1.1158,-1.2367,-0.30009,0.55747,0.17964,-0.12403,-0.10613,-0.025514,-0.11607,-0.2245,0.61794,0.69295,-0.44626,-2.0248,0.4621,-1.2252,1.6873
15,2,-1.8976,-0.33384,0.6621,1.8976,0.33384,-0.6621,1,2.5376,-1.168,-1.6903,-0.91823,-0.64473,1,6,METICULOUS,-0.87729,0.65773,-0.85984,0.066691,-0.43853,0.062365,0.027405,0.16033,0.15378,-0.74147,-0.92339,-0.63304,-0.59676,-0.063861,0.0087725,0.89496,1.3137,-0.41872
15,2,-4.0643,-2.3385,0.46219,4.0643,2.3385,-0.46219,1,1.3015,0.82195,0.78576,-1.2213,-1.5043,4,6,BRITTLE,0.44227,-1.8279,1.2099,-1.0081,0.10832,0.058956,-0.06425,0.013937,-0.039111,0.32011,0.27504,-0.30529,-0.32743,-0.63826,3.4366,0.497,-1.4941,1.9911
15,1,2.0224,3.2212,1.6395,2.0224,3.2212,1.6395,1,1.5694,2.0833,1.3447,0.33576,0.27772,5,6,SOBER,0.92291,-0.59017,0.85175,3.1268,0.0019703,0.093739,-0.060941,0.15957,0.098424,1.1262,0.92399,0.068315,0.03115,0.55215,2.8368,0.27475,-1.0626,1.3374
15,2,-4.1387,4.8402,1.8784,4.1387,-4.8402,-1.8784,0,2.7816,-0.43154,-1.0853,-0.5791,0.32951,3,6,TRAGIC,-2.6921,1.782,-2.5159,0.247,-0.39741,0.15977,-0.091095,0.16558,0.17054,-0.30511,-0.51164,-0.5031,-0.31286,1.552,-0.83039,0.94006,-0.7482,1.6883
15,2,-10.6567,-0.62867,-1.1541,10.6567,0.62867,1.1541,1,1.5295,0.34157,0.22879,0.53052,0.2794,2,6,DIM,-0.63121,-0.90146,0.094606,0.087969,0.33894,0.16587,-0.12612,-0.067207,-0.048461,0.23893,0.22534,0.38196,0.33258,0.59924,-1.1596,3.0756,-1.519,4.5946
15,1,2.0075,3.2285,0.95047,2.0075,3.2285,0.95047,1,1.1734,-1.5252,-0.91376,0.66814,0.023493,4,6,VICTORIAN,1.4748,-1.0588,1.4211,-0.22368,-0.57785,0.09255,-0.030218,-0.11314,-0.14304,-0.59654,-0.35456,-0.27824,-0.5518,1.9861,-1.3537,0.034132,-0.55109,0.58522
15,2,-1.443,-3.3138,-1.0883,1.443,3.3138,1.0883,1,1.2652,0.9039,-0.42807,-0.47894,-0.32648,5,6,BOVINE,1.9929,-0.90106,1.6456,0.49332,0.091286,0.056082,-0.06249,0.022203,0.0072855,0.46716,0.085396,-0.10149,-0.042842,-1.0021,1.4463,-0.32147,-0.89678,0.57531
15,2,-2.607,-2.6306,-0.45787,2.607,2.6306,0.45787,1,1.4935,-0.1346,-0.36613,0.41812,0.65565,6,6,HIGH,2.1269,-0.75952,1.6513,0.23129,0.22368,0.054164,-0.0070383,0.12023,0.10897,-0.36192,-0.51354,0.26141,0.32536,2.2421,3.2379,0.94576,-0.96168,1.9074
15,2,-0.99613,2.3581,-0.45416,0.99613,-2.3581,0.45416,1,1.5855,-0.92811,0.022872,-0.15021,0.28557,2,6,DEVILISH,-0.52843,0.2884,-0.462,-3.5779,0.085695,0.10328,0.019291,0.019244,0.015943,-0.44652,-0.15941,-0.0097532,0.10796,-0.065003,-0.31159,-0.31224,-0.20934,-0.10291
15,2,-6.0043,-0.44282,-0.30214,6.0043,0.44282,0.30214,1,2.0695,0.37455,0.61303,0.3707,-0.088193,1,6,SCUMMY,-0.40255,-0.41362,-0.02335,-0.11373,-0.10031,0.12226,-0.081108,-0.041172,-0.047621,0.022107,0.037529,0.00046352,-0.15341,4.3656,-0.73711,2.3231,-2.2186,4.5417
16,2,-3.5599,0.7485,-2.3845,3.5599,-0.7485,2.3845,1,2.6012,0.24195,0.61088,1.1251,-0.2905,1,1,MEDITATIVE,1.0851,0.60543,0.3877,0.082696,0.12547,0.20549,0.026278,-0.094796,-0.062655,-0.0026566,0.099165,0.39651,0.045305,0.60931,-5.5461,0.64503,-2.4171,3.0621
16,1,3.7465,0.065861,0.50526,3.7465,0.065861,0.50526,1,1.5096,0.82506,-0.0073104,2.4302,2.7415,2,1,ANGRY,-0.79633,-0.98408,0.045158,0.10407,-0.40152,0.15933,-0.038838,-0.028189,-0.012127,-0.062311,-0.37765,0.46884,0.41534,-0.14416,-1.6793,0.28288,-1.403,1.6859
16,2,-2.1832,0.19596,0.65463,2.1832,-0.19596,-0.65463,0,2.5374,-0.47201,-0.38878,-0.56356,-0.98414,5,1,DEMONIC,0.51161,-0.45829,0.63708,0.090682,0.20063,0.19487,-0.089375,0.12197,0.10731,-0.19666,-0.16418,-0.099299,-0.076456,1.0438,-0.2502,0.78295,-0.52415,1.3071
16,1,3.4582,0.77368,2.4807,3.4582,0.77368,2.4807,1,1.3259,0.40198,0.19408,-0.096496,1.6752,1,1,POSH,0.84154,-1.5065,1.5076,0.2868,0.13985,-0.0043875,-0.0051572,0.049099,0.018098,0.0018973,-0.088798,0.011461,0.57467,1.3772,1.3654,0.98051,-0.73036,1.7109
16,1,0.14244,-0.83928,1.7047,0.14244,-0.83928,1.7047,1,2.4659,-0.81477,-0.84268,-1.2884,-1.2382,1,1,DEAD,-0.86032,0.1514,-0.69308,0.093677,-0.018722,0.089248,-0.0062571,0.13637,0.11967,-0.10754,-0.087008,-0.47788,-0.32108,3.6618,-1.2794,1.0959,-0.010461,1.1063
16,1,4.5649,1.2806,-2.0472,4.5649,1.2806,-2.0472,1,1.0215,-0.93353,-0.42039,0.51143,0.42021,4,1,SKETCHY,1.0482,-0.95654,1.316,0.058686,0.60952,0.1735,-0.1883,0.05669,0.032845,-0.56018,-0.39311,0.51442,0.62247,2.4746,2.2615,1.9376,-0.81181,2.7494
16,2,-4.4132,-0.92939,0.74949,4.4132,0.92939,-0.74949,1,1.7534,-0.67565,-1.7275,0.39306,0.30907,2,1,ALIEN,0.76504,0.067743,0.4927,0.11337,-0.00037967,0.17867,-0.046396,0.11941,0.070664,0.53754,0.2759,0.077521,0.10158,-0.48437,0.2593,1.5083,-0.6505,2.1588
16,1,2.0733,-2.2731,1.1564,2.0733,-2.2731,1.1564,1,2.062,-0.030511,-1.3034,-0.60046,-0.85834,2,1,NEEDY,-1.3756,0.88342,-1.4999,0.10894,-0.15427,0.10485,0.12266,0.093916,0.061978,-0.14416,-0.56452,-0.34452,-0.33038,2.6186,0.8958,0.96099,-0.8718,1.8328
16,1,1.639,-0.35621,0.48939,1.639,-0.35621,0.48939,0,1.9059,0.85453,0.48448,0.87329,-0.062131,4,1,ROMANTIC,-1.5863,-1.0581,-0.46109,0.077956,0.11367,0.17893,0.12155,-0.13068,-0.029312,0.55368,0.42794,0.30748,0.095923,1.0224,-1.4825,1.8074,-1.2101,3.0175
16,1,0.030937,2.568,2.2859,0.030937,2.568,2.2859,1,1.9177,-1.5798,-0.07983,-1.2817,-2.0606,1,1,UTOPIAN,-0.42285,-1.6493,0.7122,0.072559,-0.027469,0.11186,0.057406,0.020143,-0.028814,-0.57545,-0.060057,-0.48146,-0.54493,2.1422,-1.1798,0.20407,-0.63476,0.83883
16,1,1.5358,2.4897,-0.14558,1.5358,2.4897,-0.14558,0,2.9454,0.36428,0.79247,1.5667,0.79206,5,1,FLAMBOYANT,-0.047028,-1.1431,0.66538,0.086979,-0.23076,-0.045449,0.075713,0.060618,0.07693,-0.14645,-0.042438,0.30475,0.04242,-0.55246,0.41756,0.10135,-0.51443,0.61579
16,1,0.26549,0.97351,0.35063,0.26549,0.97351,0.35063,1,1.4098,0.052031,-0.1827,1.5258,1.196,4,1,OFFICIAL,1.3199,0.34137,0.71291,0.073399,0.29352,-0.085703,0.17133,-0.065414,-0.046338,0.2407,0.17624,0.63518,0.57197,-0.71392,-0.54687,-0.082869,-0.068271,-0.014599
16,2,-1.3795,-0.0024706,-2.0508,1.3795,0.0024706,2.0508,1,1.6774,0.51629,0.54482,-0.35372,0.085961,1,1,ACADEMIC,-0.31922,0.5361,-0.5503,0.10039,-0.22154,0.033622,-0.019383,-0.034832,0.012596,0.31758,0.31941,-0.30894,-0.136,-0.88141,-3.6251,1.6985,2.0887,-0.3902
16,2,-3.9555,0.36903,-0.64494,3.9555,-0.36903,0.64494,0,2.1459,0.27255,1.4756,-0.047024,0.15801,6,1,LITTLE,-0.26888,1.1595,-0.89594,0.12481,-0.63051,0.17744,-0.07935,0.041744,0.087341,0.41473,0.81084,-0.47845,-0.44798,1.4697,-1.736,1.237,-1.0917,2.3287
16,2,-1.0136,-0.013241,0.94514,1.0136,0.013241,-0.94514,1,1.7815,0.60304,0.3305,-0.53076,-0.86548,2,1,GOTHIC,-0.47107,-0.57577,0.022821,0.069803,0.35578,0.084263,0.12834,-0.0069849,-0.013732,-0.20539,-0.34103,0.013685,0.080811,0.42769,0.1843,-0.14426,-0.74692,0.60266
16,2,-3.1943,-1.1286,-0.69415,3.1943,1.1286,0.69415,1,2.5776,1.5644,2.4558,-1.0902,-0.11181,5,1,CATHOLIC,0.07705,0.032618,0.033866,0.089007,0.11029,0.22194,0.04356,-0.049784,0.0198,0.7983,1.0576,-0.32891,0.080105,-1.1982,-3.5498,1.6158,0.5497,1.0661
16,1,4.2081,-0.67033,0.84383,4.2081,-0.67033,0.84383,0,1.9579,-0.24531,0.50982,-0.76845,-0.73601,2,1,SUNNY,-0.022076,-0.60487,0.35405,0.083382,-0.16767,0.13999,-0.22949,0.01456,0.017841,-0.4962,-0.28304,-0.40754,-0.30896,1.5431,1.6855,1.599,-0.51405,2.113
16,1,0.84514,1.4214,1.5033,0.84514,1.4214,1.5033,1,1.2099,1.173,1.8636,-0.020105,0.1667,4,1,EROTIC,0.53785,-0.81937,0.87595,0.073894,0.39661,0.093116,0.067978,-0.082281,-0.048138,0.41016,0.59761,0.20482,0.38467,-2.429,-0.62054,-0.16191,-0.87836,0.71645
16,2,0.92119,-1.3715,1.3944,-0.92119,1.3715,-1.3944,1,1.9737,1.8232,2.2982,-0.020941,-0.55459,4,1,ABUSIVE,0.48106,-0.4843,0.63165,-0.074324,-0.00041578,-0.016339,0.14781,0.0039857,-0.019379,0.23919,0.31206,-0.056285,-0.12609,0.10721,0.082075,-0.12408,-0.31555,0.19147
16,2,-4.1193,-1.4051,-1.968,4.1193,1.4051,1.968,1,2.0014,0.38143,-0.5937,1.6653,0.84911,4,1,DEEP,0.97994,0.21248,0.55433,0.076536,0.24897,0.30219,-0.095864,-0.020925,0.045377,0.44736,0.14482,0.65129,0.44497,-0.441,-1.7996,1.6738,-0.70207,2.3759
16,2,-2.5212,1.9843,1.2153,2.5212,-1.9843,-1.2153,1,1.8212,0.087277,0.13461,0.69454,0.60904,1,1,REPUBLICAN,-1.6099,0.639,-1.5142,0.15201,0.13221,0.16719,0.00414,0.02973,0.0078187,0.038188,0.047718,0.26189,0.2877,1.1366,-0.47731,0.66485,-0.47139,1.1362
16,1,3.9463,1.8906,-0.91578,3.9463,1.8906,-0.91578,1,2.2738,-1.0724,-0.048346,-0.75296,-0.19777,3,1,CLASSY,0.87472,-1.227,1.3601,0.072367,-0.22133,0.18393,-0.20421,0.13134,0.085566,-0.36813,-0.016053,-0.43765,-0.21052,0.28137,0.40321,1.36,-1.0128,2.3728
16,1,1.112,-3.1127,-0.24371,1.112,-3.1127,-0.24371,0,1.8457,0.13329,0.10875,0.23987,-0.053788,6,1,CLOUDY,-0.45965,1.106,-0.99644,0.055082,0.080933,0.022,0.00928,-0.001742,0.013689,0.60163,0.62628,0.08141,0.07166,1.032,-0.77399,1.4226,-0.72185,2.1445
16,2,-5.7453,-2.1464,-1.1382,5.7453,2.1464,1.1382,1,2.0449,-0.48908,0.078703,-0.67328,-0.56318,1,2,DIM,0.27108,1.3051,-0.60793,0.067152,0.2072,0.32031,-0.11898,-0.091203,-0.064239,0.071124,0.27851,-0.13037,0.039663,3.4075,-0.5988,1.675,-2.4165,4.0915
16,1,0.14056,3.6384,2.5522,0.14056,3.6384,2.5522,1,1.7202,0.11811,-1.0584,-0.89709,-1.0138,6,2,SOBER,0.57507,-2.9275,2.1896,-0.25813,0.31051,0.023966,0.21709,0.0055953,0.039171,0.44484,0.091984,-0.13421,0.0050294,-0.77551,0.79162,-0.036195,-1.2356,1.1994
16,2,-1.6108,-0.98455,0.16961,1.6108,0.98455,-0.16961,1,2.34,1.203,1.3935,-0.74656,-0.083696,6,2,HOMELY,0.6182,-0.096547,0.49054,0.11767,-0.66915,0.097544,0.095498,0.067311,0.075813,0.56045,0.59684,-0.72695,-0.54217,0.57289,1.9722,-0.05469,0.76344,-0.81813
16,1,-1.9235,-0.40789,0.57587,-1.9235,-0.40789,0.57587,0,2.32,-0.90231,-0.63624,0.08086,-0.29486,4,2,FLAT,-1.5514,-0.49364,-0.78153,0.09696,-0.18641,-0.045365,0.29091,-0.058413,-0.011556,0.2824,0.42777,-0.14559,-0.20789,-2.5061,-1.7924,-0.86853,0.62062,-1.4891
16,1,2.7135,1.7486,2.6345,2.7135,1.7486,2.6345,1,2.0204,-0.47982,-1.013,-0.48964,-1.3324,3,2,MALODOROUS,0.0033918,-0.67551,0.41497,0.078292,0.32338,0.13779,0.023952,0.025783,0.039416,-0.56233,-0.75221,0.0055194,-0.068183,1.4892,-2.5674,-0.038275,-0.8684,0.83013
16,2,-2.8244,-0.47982,0.52368,2.8244,0.47982,-0.52368,1,1.6563,-0.36032,-0.33984,-0.39766,-0.63704,5,2,TIDY,0.52,1.0999,-0.30883,0.10234,-0.26254,0.2215,-0.13762,0.10697,0.086971,-0.097775,-0.083964,-0.34998,-0.35938,-0.54843,1.1078,1.138,-0.046462,1.1845
16,1,1.0931,4.8395,0.075827,1.0931,4.8395,0.075827,1,2.2199,-0.58681,0.53405,0.85264,-0.040318,2,2,UNNATURAL,0.67516,-2.1163,1.764,0.0027105,0.10419,0.13807,-0.0176,0.05725,0.054048,-0.25014,0.11683,0.2946,0.09401,0.74778,0.42694,1.0876,0.051435,1.0362
16,2,-1.1959,0.087704,-2.1425,1.1959,-0.087704,2.1425,1,2.0399,-0.90605,-1.0219,-1.9526,1.2,2,2,COURAGEOUS,-1.0253,1.1389,-1.4114,0.044556,0.21146,0.1532,-0.035687,-0.14004,-0.12606,-0.45837,-0.4865,-0.54031,0.50712,5.3401,-3.6773,1.124,-0.67191,1.7959
16,2,-3.6746,0.72113,0.34734,3.6746,-0.72113,-0.34734,1,1.4283,1.2637,-0.67539,-0.55329,-1.8798,3,2,SEEDY,-0.43644,1.238,-1.0609,0.11884,-0.48386,0.24214,-0.062945,0.12604,0.13466,0.1967,-0.47682,-0.54472,-0.86289,0.76323,0.13934,1.6072,-1.8215,3.4286
16,1,1.2897,-1.4919,1.9555,1.2897,-1.4919,1.9555,1,1.4562,-0.084252,0.060659,0.36169,-0.58178,3,2,STATUESQUE,-0.60959,0.05321,-0.45806,0.098596,0.085609,0.14834,-0.011588,0.066579,0.073712,0.046762,0.096837,0.12383,-0.063688,0.43655,-0.53958,0.56936,-1.0028,1.5722
16,2,-2.4978,0.96927,-0.47956,2.4978,-0.96927,0.47956,1,1.5719,1.1963,1.245,2.1728,1.5332,5,2,MERRY,-1.379,0.7874,-1.4436,0.11162,-0.32703,0.13249,0.011483,0.053344,0.035497,0.32041,0.29452,0.43605,0.1591,0.80909,3.446,0.66206,-0.68524,1.3473
16,1,3.1902,0.037736,1.7124,3.1902,0.037736,1.7124,1,1.3439,1.2527,1.2724,-0.45043,-1.3591,5,2,TIMID,-1.705,-1.3452,-0.36864,0.069687,0.23961,0.1263,-0.10668,-0.1098,-0.11455,0.20907,0.16321,-0.037108,-0.14344,-0.29644,0.79058,0.96649,-0.21014,1.1766
16,1,2.0514,3.4215,1.0224,2.0514,3.4215,1.0224,1,1.6039,0.026709,0.21842,0.45816,2.2014,2,2,GORGEOUS,2.3929,-1.8957,2.8284,0.044083,-0.30318,0.11977,0.00048834,0.086552,0.10271,-0.14326,-0.097442,-0.10071,0.35424,2.2366,-0.65453,0.22381,-1.7882,2.012
16,2,-5.3612,-3.1648,-1.6217,5.3612,3.1648,1.6217,1,1.4957,-0.71573,-1.0823,-0.23713,0.92231,2,2,NAKED,1.7045,-0.71276,1.6253,0.15747,-0.034724,0.33483,-0.11491,0.027432,0.091658,-0.097481,-0.18967,-0.14868,0.23547,1.1276,0.95136,2.0482,-1.8979,3.946
16,2,-2.7621,-1.2261,-1.14,2.7621,1.2261,1.14,1,1.268,0.56844,-0.33134,0.23176,0.68868,4,2,TRIBAL,0.55284,0.22299,0.24974,0.086903,-0.26628,0.20419,-0.0073246,0.04583,0.078572,0.032467,-0.28589,-0.14941,-0.013594,-1.2754,-1.6198,1.1511,-0.29325,1.4443
16,1,2.7853,2.0554,0.62569,2.7853,2.0554,0.62569,1,1.1679,-0.4647,-0.50577,0.57499,0.66011,4,2,CUTE,1.7665,-0.50309,1.5405,0.086356,0.23845,0.11056,-0.19447,0.16149,0.15189,-0.71761,-0.76273,0.29282,0.38679,0.84002,1.838,1.6314,-0.71346,2.3448
16,1,3.532,2.0188,-0.74481,3.532,2.0188,-0.74481,1,2.2122,1.1317,1.2434,0.81069,0.094697,6,2,SURGICAL,-0.086384,-0.94238,0.5153,0.069723,-0.038729,0.18734,-0.044045,-0.001594,-0.023638,-0.019209,-0.045773,0.18729,0.014084,-0.16175,1.9577,1.318,-0.74263,2.0607
16,1,2.5074,1.8768,0.64151,2.5074,1.8768,0.64151,1,1.6439,1.5947,1.6018,-4.0679,-1.0993,2,2,ATHLETIC,1.2957,-1.5016,1.8217,0.50983,0.053843,0.14539,-0.074905,-0.067241,-0.10941,0.086161,0.010724,-1.3282,-0.22577,0.36838,3.7122,1.3966,-0.51053,1.9071
16,2,-2.195,-0.13829,-1.8951,2.195,0.13829,1.8951,0,2.1919,1.2451,1.3293,0.31999,0.3741,5,2,COSMETIC,0.0016408,0.56309,-0.34279,0.11066,-0.46403,0.087532,-0.059575,0.066662,0.0077699,0.3803,0.36762,-0.25128,-0.25659,-0.61478,-0.041611,1.0865,0.16135,0.92518
16,1,0.20997,-1.3399,0.33546,0.20997,-1.3399,0.33546,1,2.5645,0.85105,1.7901,-0.50251,-0.41074,5,2,PATRIOTIC,-1.1749,0.59775,-1.1854,0.12145,0.046375,0.13536,-0.0013036,-0.084576,-0.11675,0.9403,1.2574,-0.18115,-0.050348,-1.9795,1.8213,0.7849,-1.1572,1.9421
16,1,-0.22323,-2.2341,1.0923,-0.22323,-2.2341,1.0923,1,2.3281,-0.37374,0.23362,0.61153,0.09207,3,2,SHALLOW,-0.84649,0.88959,-1.1343,0.10862,-0.22767,-0.14039,-0.0018992,0.10722,0.1224,-0.29813,-0.11016,-0.0014482,-0.13935,1.2345,-1.0265,0.48932,0.53639,-0.047065
16,1,-0.258,0.75404,1.4155,-0.258,0.75404,1.4155,1,1.1641,-0.4414,-0.53373,-0.59206,-1.2406,6,2,PASSIONATE,-0.085802,-1.4025,0.79676,0.092109,-0.30302,0.055292,-0.11128,0.058155,0.021292,-0.16713,-0.19035,-0.43915,-0.55069,0.99001,0.27339,-0.17723,-0.16558,-0.011645
16,2,-1.3179,-0.66745,-1.2919,1.3179,0.66745,1.2919,1,1.1038,-1.7767,-1.4439,1.7098,1.2287,4,2,BIBLICAL,0.42745,1.5673,-0.65891,0.067683,0.19558,0.12084,-0.056879,0.017487,-0.042838,-0.73583,-0.59615,0.63098,0.50191,0.37624,1.7361,0.70569,-0.54794,1.2536
16,2,1.1183,-0.69135,-2.7079,-1.1183,0.69135,2.7079,0,1.5606,1.6761,1.362,0.036451,-0.094215,3,3,TACKY,0.67395,0.59143,0.10924,0.079121,0.14485,0.11123,0.1812,-0.029285,-0.0070403,0.86218,0.73511,0.057679,0.11268,0.69764,-1.1766,-1.1304,0.63203,-1.7624
16,1,1.6517,0.33838,1.0184,1.6517,0.33838,1.0184,1,1.3477,1.0909,0.81674,-1.7843,-2.0789,5,3,SEDENTARY,-0.071843,0.24861,-0.20201,0.083943,-0.075866,0.13898,0.021099,0.07054,0.055356,0.13323,-0.0038353,-0.67564,-0.58881,-0.15311,0.11393,0.53344,-0.41539,0.94883
16,2,-2.9512,-0.26705,1.1901,2.9512,0.26705,-1.1901,1,1.8361,-1.3052,-1.5974,-0.65025,-0.69645,2,3,SCUMMY,-1.4642,-0.57895,-0.66854,0.088768,0.27294,0.29519,-0.0007524,-0.11518,-0.057667,-0.35877,-0.41611,-0.079533,0.057917,-1.963,0.20612,0.64423,-2.2783,2.9225
