subs,class,EEAct,ERAct,RRAct,EEActUnsigned,ERActUnsigned,RRActUnsigned,subsMem,RT,eHippLeft,eHippRight,rHippLeft,rHippRight,encSess,retSess,Item,ClassSpecVoxVals,OtherClassSpecVoxVals,IntensityActDiff,NrmIntensityActDiff,globalSignal,EERSA_CorClass,EERSA_IncClass,ERRSA_CorClass,ERRSA_IncClass,eHippLeftUnstd,eHippRightUnstd,rHippLeftUnstd,rHippRightUnstd,EEHippOnlyAct,ERHippOnlyAct,EIntensity_ActCor,EIntensity_ActInc,EIntensity_ActDiff
3,2,2.2084,-1.1166,0.86216,-2.2084,1.1166,-0.86216,1,2.1104,0.41175,2.6352,1.1632,0.8942,2,6,BIBLICAL,1.3649,-0.6367,1.0763,0.15693,0.34664,-0.0069428,-0.004461,-0.025272,-0.045733,0.20213,0.86513,0.50986,0.51546,0.56031,-1.8797,-0.79644,0.64625,-1.4427
3,2,-3.0026,-0.047244,1.8229,3.0026,0.047244,-1.8229,1,1.5302,-0.54383,0.6873,0.71869,1.5365,6,6,ARTIFICIAL,1.6947,-0.2691,1.0457,0.16512,0.15383,0.096203,0.01005,0.030475,0.042443,0.14901,0.52126,0.24611,0.5019,2.3053,-0.89082,0.54653,-1.1998,1.7463
3,1,0.42392,-0.93194,0.019316,0.42392,-0.93194,0.019316,1,0.95001,0.2769,-0.79723,-0.39435,0.35189,1,6,TRASHY,-1.5183,-0.077997,-0.75902,-0.017806,0.71311,0.065323,0.025209,-0.049438,-0.038602,0.30912,-0.002863,0.47601,0.70882,0.77828,1.3537,1.0674,-0.12479,1.1922
3,2,1.0841,0.18361,-0.43842,-1.0841,-0.18361,0.43842,1,1.6259,-0.77456,-0.61171,2.0555,1.7287,4,6,SALTY,-1.0564,0.44896,-0.80861,0.052934,-0.41409,-0.020184,0.012346,0.02358,0.056489,-0.59688,-0.56867,0.058507,0.040303,-1.3844,-1.4586,-0.31855,0.48838,-0.80693
3,1,0.5971,1.2618,-0.96228,0.5971,1.2618,-0.96228,0,1.6824,-0.20739,-0.18404,-1.4842,-1.1194,4,6,MAJESTIC,0.91139,-1.0735,1.0801,-0.094286,-0.8094,0.011789,0.031449,0.0038374,0.0092267,0.27849,0.29511,-1.0656,-1.0078,0.56841,-0.060929,0.78379,0.071794,0.712
3,2,-1.3588,-0.11361,-0.16214,1.3588,0.11361,0.16214,1,1.7903,-1.5243,-1.065,-1.9791,-1.3824,3,6,FRIGID,0.44186,-0.9715,0.77506,0.15015,0.47116,0.0431,-0.047682,6.962e-05,0.010067,-0.42725,-0.29764,-0.084728,0.06887,-0.14039,-0.33002,1.9326,-1.557,3.4896
3,2,-2.6672,1.0831,-0.36101,2.6672,-1.0831,0.36101,1,1.4658,0.70064,0.26387,-0.50979,-1.0903,6,6,UNCLEAN,-1.1414,0.68436,-0.98474,0.081157,-0.36993,0.11215,-0.030426,0.015309,0.0022535,0.64377,0.53148,-0.47668,-0.6118,1.407,0.79353,0.87697,-1.7924,2.6694
3,1,1.5781,1.1308,-0.59666,1.5781,1.1308,-0.59666,1,0.92643,0.67422,0.47879,-0.14406,-0.20002,1,6,DIRTY,0.14132,-0.076279,0.11721,-0.029417,-0.33519,0.0063913,0.0020791,0.02456,0.0057935,-0.16697,-0.2395,-0.36526,-0.36229,2.273,0.59756,-0.5046,-0.11012,-0.39448
3,2,-0.75741,-0.69332,-0.79934,0.75741,0.69332,0.79934,1,1.3582,-0.16781,-1.4502,-0.7463,-1.8956,1,6,HELLISH,1.3405,-1.4562,1.5202,0.19743,0.53168,0.059672,0.014713,-0.0019825,-0.06815,-0.041359,-0.42591,0.24204,-0.0019098,-0.048093,1.6301,0.77045,-0.18078,0.95123
3,1,0.81469,0.12993,-0.35276,0.81469,0.12993,-0.35276,1,0.92205,0.71419,0.52195,-0.46008,-1.5326,6,6,EERIE,1.4907,0.49297,0.51314,-0.16828,-0.56186,0.079229,0.048612,0.013312,0.0018635,0.12065,0.059513,-0.62918,-0.89009,-1.5927,-1.0846,0.27898,0.053257,0.22572
3,2,-0.74906,0.095662,-1.603,0.74906,-0.095662,1.603,1,1.7105,0.25589,0.10478,-0.35334,-1.1076,6,6,BRITTLE,0.40227,-0.438,0.45676,0.1914,0.16914,0.074696,-0.10152,0.033997,0.04189,0.0586,0.010988,0.018962,-0.13516,0.08236,1.2376,0.051816,-0.90093,0.95274
3,1,4.4704,0.58335,-1.3257,4.4704,0.58335,-1.3257,1,1.5463,-0.13693,0.64043,0.62998,1.1246,4,6,COLLEGIATE,-0.28046,-0.02637,-0.13354,-0.039623,0.12793,0.08286,-0.051614,0.035738,0.025337,-0.46471,-0.25575,0.20412,0.37744,-0.47042,-2.5164,0.39941,-0.89254,1.292
3,1,2.2569,1.0132,0.47418,2.2569,1.0132,0.47418,0,2.5299,1.5798,1.6666,0.34335,0.47314,6,6,DUSTY,1.2528,-2.461,2.0339,-0.12277,-0.61824,0.070793,-0.028832,-0.018995,-0.016737,0.17968,0.19663,-0.49879,-0.45065,0.75651,0.188,-0.40155,0.38019,-0.78174
3,2,-1.9718,-0.62296,0.3387,1.9718,0.62296,-0.3387,0,1.8305,-0.68022,-1.1157,0.83769,0.46077,3,6,MORBID,-1.248,1.384,-1.4311,0.089784,-0.55053,0.11975,-0.038036,0.0038135,-0.003929,0.12902,0.0077522,-0.33074,-0.39294,3.745,0.60103,0.47095,-2.7692,3.2402
3,2,3.8797,-0.048483,0.038503,-3.8797,0.048483,-0.038503,1,1.5822,0.35509,0.2925,0.42914,0.19625,3,6,RIDICULOUS,2.7416,-1.1782,2.1058,0.19109,0.44885,-0.089998,0.13129,0.018532,0.048583,-0.19335,-0.22516,0.43297,0.43535,-3.1199,1.403,-1.5617,2.7099,-4.2716
4,2,-1.9492,-1.0738,-0.36353,1.9492,1.0738,0.36353,0,1.3628,1.2935,0.0069653,1.3229,1.0476,6,1,PATRIOTIC,0.54699,-0.264,0.47466,-0.27384,-0.16945,0.15844,-0.042493,0.060573,0.055189,0.1927,-0.24296,0.15477,0.1014,1.0205,-0.078212,1.5763,-1.7898,3.3661
4,2,-2.83,-1.5806,-0.28072,2.83,1.5806,0.28072,1,1.8353,-0.44569,0.61855,0.019808,-0.045408,1,1,SANITARY,0.45794,-0.54034,0.58364,-1.7404,0.0063357,0.14483,-0.0060042,0.014124,0.025955,-0.0077945,0.33571,-0.071984,-0.083674,1.3559,0.10128,1.0923,-0.98162,2.0739
4,1,1.7529,1.5414,0.27617,1.7529,1.5414,0.27617,1,1.815,-1.0454,-0.12417,0.31734,0.23435,4,1,FERAL,-0.98873,-0.4378,-0.3243,0.0073563,-0.19917,-0.012437,0.0091658,-0.053763,0.0036862,-0.28868,0.016195,-0.17665,-0.16964,2.4922,0.08598,-0.19136,-0.78419,0.59283
4,1,0.09876,0.96665,-1.1312,0.09876,0.96665,-1.1312,1,1.6034,-0.35054,0.26845,0.83432,0.03529,2,1,BOURGEOIS,-1.1068,-0.91723,-0.11391,-0.31836,0.24666,0.072081,0.022361,0.022605,0.047624,-0.30015,-0.090615,0.40057,0.14038,0.67209,2.0565,-0.019424,-0.59245,0.57303
4,2,-1.0497,-1.2943,0.71412,1.0497,1.2943,-0.71412,1,1.9115,-0.95944,-0.18484,0.55921,1.676,5,1,DUSTY,1.6948,-0.19107,1.105,0.20565,0.15909,0.012899,0.022936,0.00038028,-0.023643,-0.42043,-0.15749,0.23514,0.56453,-1.0079,-0.76929,0.57112,0.034057,0.53706
4,2,-0.37039,-1.4655,-0.43086,0.37039,1.4655,0.43086,1,1.8512,0.31799,0.96202,-0.19452,0.59994,5,1,EARTHY,0.99844,0.45417,0.32045,0.52246,-0.098273,0.0040542,-0.0044128,0.0082197,-0.020008,0.31505,0.50765,-0.23561,0.025042,0.85221,-0.75888,0.060793,0.8519,-0.79111
4,1,0.99271,1.381,2.2486,0.99271,1.381,2.2486,1,2.1912,-1.1366,-0.95347,0.34799,1.1159,5,1,SALTY,2.0373,-1.3106,1.9589,0.6706,0.10774,0.0050702,-0.060566,-0.071118,-0.047078,-0.47321,-0.40774,0.12294,0.35246,1.6925,0.49159,0.31072,-0.78809,1.0988
4,1,-1.7055,0.52548,0.38629,-1.7055,0.52548,0.38629,0,1.5274,1.1823,-0.092125,-0.52064,-0.41587,4,1,CELESTIAL,0.88357,-0.39116,0.74616,0.067407,0.42688,0.0024343,0.067837,-0.019435,-0.048436,0.54569,0.091699,0.16375,0.15423,2.3313,-1.3483,-0.76499,-0.14265,-0.62233
4,2,-2.1286,0.1401,0.77615,2.1286,-0.1401,-0.77615,1,1.2673,0.51782,-0.12755,-0.5094,-0.79495,4,1,CHAOTIC,0.23889,-1.4602,0.99172,-0.19064,-0.18182,0.085981,0.018613,-0.036342,-0.0010343,0.29176,0.055408,-0.40954,-0.46694,0.5136,2.025,0.31214,-0.64397,0.95611
4,1,0.26858,2.2679,-0.26597,0.26858,2.2679,-0.26597,0,2.759,0.98595,-0.48071,-1.3941,-1.7512,4,1,DYNAMIC,-0.6621,-0.54843,-0.068285,0.051108,-0.74634,0.084592,0.016045,0.033461,0.001667,0.49564,-0.0218,-1.2021,-1.2152,3.2313,-2.2148,1.7787,-1.8235,3.6021
4,2,-0.66817,1.0039,2.8683,0.66817,-1.0039,-2.8683,1,1.0756,0.17396,-0.58576,-0.47183,-0.34246,6,1,CLEAN,-0.15878,1.0024,-0.67775,0.12116,-1.0577,0.0769,0.021258,0.023952,-0.048616,0.09953,-0.16888,-1.2208,-1.0532,0.82325,2.9993,0.41807,-0.7446,1.1627
4,2,-5.9556,-0.73751,0.33663,5.9556,0.73751,-0.33663,0,1.1034,-0.1639,-0.14259,-0.74873,-1.1031,4,1,ATHLETIC,0.37804,-0.22919,0.35532,0.20555,0.16296,0.16387,-0.00084733,-0.025172,-0.024444,-0.0049568,-0.0086824,-0.1556,-0.27387,1.8691,-1.1383,1.2966,-0.80154,2.0981
4,1,1.8848,0.92551,-0.27231,1.8848,0.92551,-0.27231,0,1.2912,-0.33145,0.58254,-0.51251,-0.11847,3,1,STORMY,0.45212,-0.19521,0.37893,0.28882,0.11356,0.0057658,0.10819,-0.028191,-0.022904,-0.33299,-0.023649,-0.13118,-0.016741,-2.387,1.7533,0.73601,-0.062002,0.79801
4,2,0.037998,-1.3932,-1.0113,-0.037998,1.3932,1.0113,1,2.263,-0.38631,-0.19973,0.037006,-0.21725,6,1,DIRTY,0.47471,-1.945,1.4128,2.397,0.25454,0.18063,-0.01998,0.048486,0.013629,-0.27598,-0.2125,0.16792,0.070559,0.50586,-0.36975,-0.0041187,-2.1111,2.107
4,2,1.7552,-0.428,0.46847,-1.7552,0.428,-0.46847,0,1.1237,0.70082,0.49699,1.0676,0.49239,5,1,SEEDY,-0.76918,0.28686,-0.61826,-0.19818,0.18302,0.095606,0.06082,0.020623,-0.033772,0.33596,0.24727,0.41096,0.22591,-1.1985,-2.7241,-0.62188,-0.41453,-0.20736
4,2,-0.85411,-1.7025,-1.361,0.85411,1.7025,1.361,1,1.6556,-1.0788,-0.57421,2.0708,1.137,4,1,TIDY,0.2743,-0.36375,0.37298,0.037432,0.43358,-0.029492,-0.028069,-0.012109,0.0032498,0.073332,0.21547,0.9466,0.62708,3.3334,-1.7048,0.76266,1.1517,-0.38906
4,1,0.79976,-0.23586,-2.2673,0.79976,-0.23586,-2.2673,1,1.7792,-0.10511,-0.077577,0.78486,1.5575,3,1,VICTORIAN,-0.45759,1.5166,-1.1528,-0.13966,0.4778,0.026581,0.020539,0.015778,-0.041924,-0.050514,-0.049241,0.60274,0.78962,-0.52305,-0.50616,-1.0433,-0.49818,-0.54514
4,2,-0.315,-1.3781,-1.4575,0.315,1.3781,1.4575,1,1.7954,1.675,1.1472,0.56589,1.5511,1,1,DEEP,1.4382,-0.060419,0.8784,0.19965,0.13382,0.048984,0.03083,0.027022,0.010131,0.53919,0.34037,0.21331,0.50587,1.2435,0.88571,-0.45357,0.57411,-1.0277
4,1,2.5356,-0.11502,-0.34977,2.5356,-0.11502,-0.34977,0,2.871,-1.1053,-0.23001,-1.7304,-1.8797,3,1,ROBOTIC,-0.98666,2.5843,-2.0858,0.41548,-0.43157,0.0095865,0.019666,0.0084886,-0.020306,-0.85735,-0.54907,-1.0111,-0.99974,1.147,-0.99694,-0.80882,-0.87715,0.068323
4,2,-2.2762,-0.81506,-0.15586,2.2762,0.81506,0.15586,1,1.5152,1.6849,1.2451,0.70379,0.80715,1,1,RAGGED,0.24277,0.15843,0.049924,0.27652,0.042136,0.10135,-0.0052501,0.037632,0.057547,0.68821,0.51149,0.16834,0.20451,-0.44289,-1.1002,0.19014,-0.32384,0.51398
4,1,0.28861,-0.042126,1.0577,0.28861,-0.042126,1.0577,1,1.7268,-1.3116,-1.4617,-0.12568,1.3619,6,1,BARBARIC,-0.16742,-0.75649,0.34308,0.72746,0.19318,0.0062711,0.080851,0.020044,-0.0078555,-0.49954,-0.54625,0.06087,0.49752,-1.3749,0.83973,-0.85801,-0.16489,-0.69312
4,2,-1.3907,-0.40412,-0.18272,1.3907,0.40412,0.18272,0,1.3718,1.1241,1.1755,0.50583,-1.0853,5,2,ACROBATIC,-0.46394,0.76179,-0.71632,-0.10698,0.37027,0.12683,0.0052339,0.0074123,0.033506,0.39226,0.39043,0.4181,-0.094851,-0.03369,-3.8873,1.0552,0.09608,0.9591
4,2,-1.8181,0.72378,-0.11256,1.8181,-0.72378,0.11256,1,1.4148,-0.27162,0.13274,0.45568,0.0061494,3,2,MESSY,-0.24505,-0.1303,-0.067665,-0.01399,0.41044,0.12142,-0.069885,-0.011819,0.018298,0.18931,0.30203,0.44087,0.26759,0.62443,-0.22967,1.1958,-0.78076,1.9766
4,1,2.8227,-0.17511,0.55734,2.8227,-0.17511,0.55734,1,1.3949,-0.055089,-0.051679,0.84467,1.2998,3,2,CONFIDENT,-0.17174,-0.87978,0.41247,-0.094962,-0.22168,0.10504,-0.025869,-0.0024834,-0.037824,-0.30422,-0.29751,-0.039037,0.13412,0.96944,-2.8878,1.3951,-1.8899,3.2851
4,1,0.45051,1.2255,-4.7826,0.45051,1.2255,-4.7826,1,1.735,-1.3287,-0.29463,-2.7911,-2.1,3,2,DEVILISH,1.6921,0.21907,0.86423,0.10794,-1.5056,-0.030915,0.07881,0.036215,0.035721,-0.31761,0.023432,-2.277,-1.9068,-2.2619,2.7064,-1.2945,-0.26412,-1.0303
4,1,-0.66531,1.4923,-1.3307,-0.66531,1.4923,-1.3307,1,1.4794,-1.7018,-0.3971,0.8381,0.93692,4,2,CHILDISH,0.93867,0.36976,0.33465,1.0828,-0.11333,-0.028209,-0.01038,0.013606,0.028965,-0.62494,-0.18011,0.061779,0.11465,-1.7731,1.8156,1.6146,1.1135,0.5011
4,1,1.4648,0.76434,0.15045,1.4648,0.76434,0.15045,1,1.9391,-0.69722,-0.37155,0.46526,-0.44462,6,2,SKETCHY,-0.60257,0.19089,-0.46461,0.045287,-0.066169,0.11524,-0.14908,0.036353,0.060409,-0.13242,-0.032462,-0.0060949,-0.26491,-0.087971,0.61304,1.1827,-2.0939,3.2766
4,1,-0.51318,1.2243,-0.57205,-0.51318,1.2243,-0.57205,1,1.6675,-1.2615,-1.3771,2.6854,2.0959,1,2,COSMETIC,-0.68742,0.10496,-0.46424,0.032596,-0.1994,-0.063934,0.043656,0.059348,0.051347,-0.79598,-0.81435,0.5371,0.39381,3.0199,-0.95318,0.34887,1.0527,-0.70386
4,2,-1.8009,-0.85478,-0.3444,1.8009,0.85478,0.3444,1,1.9513,0.10454,1.2656,-0.55745,-0.63457,3,2,BARREN,-0.14588,0.24146,-0.22636,-0.025543,0.30213,0.040638,0.0080353,-0.01203,0.025605,0.14002,0.51406,0.034137,-0.01589,-0.20321,0.050404,1.9835,0.75214,1.2314
4,1,0.72134,0.90605,0.50958,0.72134,0.90605,0.50958,1,2.543,2.0878,1.9798,0.54664,0.25598,4,2,GLAMOROUS,-0.17621,-1.1638,0.57551,4.9843,0.20905,0.051451,0.13905,0.02386,0.014999,0.74344,0.6791,0.27848,0.17593,-0.69897,1.4376,0.78071,-0.59533,1.376
4,1,3.2679,-1.3475,0.14527,3.2679,-1.3475,0.14527,1,2.5317,0.91452,1.0237,0.20685,0.56962,6,2,CORPORATE,-0.67144,1.1676,-1.0747,0.24424,-0.21266,0.060293,-0.021454,-0.021348,-0.021308,0.24803,0.27102,-0.22273,-0.079364,1.66,0.24753,1.4172,-1.5444,2.9616
4,1,0.049244,0.85568,-0.44096,0.049244,0.85568,-0.44096,1,2.327,0.33116,0.0018438,2.4973,1.789,4,3,MUSICAL,-0.4862,0.25445,-0.43345,0.03082,-0.21552,-0.037777,0.094331,0.0027108,-0.016635,0.018668,-0.099244,0.46496,0.28736,0.42179,0.72722,0.73611,-0.12342,0.85953
4,1,-0.063273,-0.65738,-0.27804,-0.063273,-0.65738,-0.27804,1,1.794,-0.75615,0.38701,-0.77486,-0.18566,4,3,MONUMENTAL,1.1618,-0.028702,0.69787,-1.2849,-0.16711,0.05594,0.15086,0.013343,-0.0057279,-0.31233,0.07101,-0.47572,-0.27021,1.0963,3.5036,1.1834,0.13313,1.0502
4,2,-0.85388,-1.2368,0.30321,0.85388,1.2368,-0.30321,1,1.6139,0.66092,1.5272,-0.51699,0.15737,1,3,COMMERCIAL,-0.87999,1.6565,-1.4821,-0.41143,0.08539,0.09267,0.0093416,-0.055311,-0.04354,0.2063,0.48348,-0.15921,0.043448,0.87487,1.9646,0.12432,-1.3287,1.453
4,1,0.7165,-0.16565,-0.056922,0.7165,-0.16565,-0.056922,1,1.5305,-0.67714,0.84095,-1.4147,-1.1282,4,3,HOMELY,-0.32723,0.56064,-0.51885,2.1587,-0.010377,-0.02016,0.026884,-0.037168,-0.022063,-0.31417,0.19563,-0.52086,-0.42584,-0.91927,0.38545,-0.86848,-0.50205,-0.36643
4,1,1.3038,0.98393,-0.6096,1.3038,0.98393,-0.6096,1,1.6221,-0.63739,-0.36301,-0.25698,0.042895,5,3,BOVINE,0.31671,-1.9802,1.3407,-0.34905,-0.026825,0.080145,0.063335,-0.020083,-0.044096,-0.28668,-0.1954,-0.1869,-0.084446,-0.79187,1.2265,0.6516,0.085074,0.56652
4,2,-2.7116,-3.2534,-1.5756,2.7116,3.2534,1.5756,1,1.554,-0.38103,-0.30535,0.63362,0.41156,2,3,FOREIGN,2.4463,-0.48428,1.7167,1.0289,-0.12462,0.13094,-0.051782,0.00040806,0.011021,-0.09987,-0.082493,-0.010621,-0.05396,-0.34638,-1.6165,1.2909,0.14216,1.1488
4,2,-0.1487,0.25894,-0.1259,0.1487,-0.25894,0.1259,1,2.5578,-0.040223,0.14958,-0.12865,-0.1001,2,3,CONTENT,-0.98822,-0.17584,-0.4768,0.21525,0.14388,0.058393,0.067328,-0.030482,-0.022473,-0.30056,-0.23203,0.013323,0.014019,0.38307,1.0336,0.73964,0.29073,0.44892
4,1,-1.1469,-0.31678,-1.2758,-1.1469,-0.31678,-1.2758,1,1.5136,0.42434,0.48759,-1.4967,-1.205,3,3,STATELY,1.4037,-0.23241,0.95848,-0.71884,-0.22484,-0.001093,0.11269,-0.017576,-0.027527,0.14453,0.15279,-0.74767,-0.62662,1.3512,-3.0448,0.35802,0.61857,-0.26054
4,2,-0.62527,1.4926,0.27534,0.62527,-1.4926,-0.27534,0,1.5342,0.91881,0.62144,1.7175,0.29001,2,3,TIMID,-1.2673,0.52302,-1.048,0.11192,-0.29483,0.099269,-0.031019,-0.012636,0.00092599,0.31468,0.19766,0.15415,-0.23239,-1.325,2.0161,1.024,0.4637,0.56034
4,1,-1.7616,-1.1932,-0.99675,-1.7616,-1.1932,-0.99675,0,1.7626,-1.698,-1.3276,0.37025,-0.57325,1,3,GERIATRIC,-1.1257,1.6678,-1.6328,0.28534,-0.31268,-0.08447,0.049338,0.0087946,-0.0079108,-0.3781,-0.26037,-0.26829,-0.50809,-0.16989,2.3328,-1.3071,0.22624,-1.5333
4,1,1.7156,-0.54212,0.97128,1.7156,-0.54212,0.97128,1,2.2222,1.0667,1.5686,-0.15401,-0.34833,5,3,COURAGEOUS,0.39678,-1.2409,0.95643,0.40745,0.28941,0.062598,-0.047249,-0.0071364,-0.040061,0.46864,0.61358,0.14342,0.059966,1.1696,1.4751,0.17494,-1.7766,1.9515
4,1,1.2606,0.5347,0.48651,1.2606,0.5347,0.48651,1,1.4419,-0.0003269,0.2822,-1.3025,-1.1095,6,3,EXOTIC,-0.80343,-0.61488,-0.11238,-0.018379,-0.21351,0.038067,0.054175,0.037868,0.028376,0.03761,0.12104,-0.67852,-0.58837,0.16659,0.74007,0.98145,-0.9901,1.9715
4,1,0.88838,0.3128,-0.68204,0.88838,0.3128,-0.68204,1,2.0459,1.1977,1.2329,0.14007,-0.30792,5,3,SEDENTARY,1.3474,-0.12137,0.86076,0.19329,0.15481,0.037163,0.044023,-0.070226,-0.074447,0.30238,0.30041,0.1047,-0.039842,0.30761,-0.803,0.88928,-0.64469,1.534
4,2,-1.6265,-1.1391,-0.38962,1.6265,1.1391,0.38962,1,2.0177,2.036,1.1018,1.1612,0.29769,4,3,THRIFTY,0.89575,0.26994,0.36771,0.039093,0.31638,0.043778,-0.056747,0.0041373,0.0035502,0.76592,0.42229,0.5644,0.2775,0.8278,-1.3958,1.528,1.7133,-0.18529
4,2,-1.6271,-1.5395,0.35319,1.6271,1.5395,-0.35319,0,1.3103,-0.37259,-0.52421,0.84856,1.1147,3,3,PERFUMED,0.92456,0.4954,0.25309,0.15332,0.025836,0.0092692,0.05451,0.018754,-0.0056295,-0.093491,-0.15276,0.19664,0.28422,0.21628,-0.4118,-0.081743,-1.222,1.1402
4,1,1.577,-1.0043,-1.5804,1.577,-1.0043,-1.5804,1,2.3142,-0.71171,-1.1091,-0.76063,-0.57682,1,3,AGLOW,-0.53367,1.123,-0.96788,0.18062,-0.26139,0.145,-0.02615,0.0073141,0.010201,-0.19855,-0.33824,-0.56027,-0.46675,-1.179,1.6533,-0.024348,-0.85701,0.83266
4,1,2.4449,1.7529,2.2884,2.4449,1.7529,2.2884,1,2.8139,0.19553,0.099373,0.13877,0.16318,2,3,CATHOLIC,-0.2138,-0.37023,0.090594,-0.0054257,-0.45928,0.036773,0.021574,0.027622,0.028563,0.2478,0.1951,-0.47675,-0.40754,-0.37373,1.4951,1.5122,-0.95183,2.464
4,2,-2.5227,-2.3213,-1.7205,2.5227,2.3213,1.7205,1,1.6259,0.29137,0.45858,-2.4203,-3.1155,6,3,FLAT,1.1689,0.62369,0.3215,0.026748,0.29233,0.10587,-0.081534,-0.036776,-0.014419,0.35174,0.38256,-0.53558,-0.7736,0.8348,-0.5563,2.1164,0.77176,1.3447
4,2,1.9508,1.0234,-0.66363,-1.9508,-1.0234,0.66363,0,1.5823,-0.057395,0.34425,0.14727,-0.24918,6,3,MEDITATIVE,-0.17485,0.21528,-0.22808,0.031772,-0.52067,-0.18797,0.086766,0.025111,0.0069841,-0.31988,-0.18037,-0.53237,-0.58245,-4.5187,-1.45,-1.9493,3.3441,-5.2934
4,1,-4.8635,0.87747,0.86543,-4.8635,0.87747,0.86543,1,2.5061,0.17537,-0.0052955,-1.2826,-1.2132,6,3,STATUESQUE,1.6213,-1.4563,1.7999,0.78848,0.14397,-0.17176,0.21322,0.01626,-0.0036771,0.075802,0.0032487,-0.33464,-0.32305,-2.7648,-1.2688,-1.0035,2.3777,-3.3811
4,1,-0.42252,0.52941,2.3132,-0.42252,0.52941,2.3132,0,2.0699,0.87371,0.51365,0.02384,0.80515,4,3,FRIGID,-1.1503,-0.3761,-0.45505,0.049786,-0.5059,0.0089041,0.059564,0.036509,0.025119,0.42012,0.27633,-0.5553,-0.25349,-0.10095,-0.12592,-1.7268,-0.67146,-1.0553
4,2,1.8882,1.5699,-0.63596,-1.8882,-1.5699,0.63596,1,1.5135,-2.0324,-2.0987,-0.35231,0.28508,4,3,CUTE,1.1965,-0.57298,1.0357,-0.99977,-0.13165,0.07228,0.0096666,0.061515,0.054982,-0.71655,-0.7308,-0.31477,-0.098135,-0.9593,0.23016,-0.23929,-0.57971,0.34042
4,2,0.54286,1.4969,1.2557,-0.54286,-1.4969,-1.2557,1,1.4542,0.40191,0.57703,-0.51589,-0.63128,4,3,WARLIKE,-2.8154,2.7135,-3.2333,-3.859,0.081039,0.011421,-0.042183,0.018066,0.027766,0.20367,0.24625,-0.163,-0.19918,1.5553,-1.067,-0.011329,-0.42358,0.41225
4,2,-2.5354,-2.1076,-0.51967,2.5354,2.1076,0.51967,1,1.9019,0.18495,0.036295,0.099322,0.63829,5,3,GAUDY,1.3159,-1.8957,1.8772,-0.42581,-0.17897,0.094772,-0.010407,0.015289,0.027434,0.1572,0.091347,-0.22327,-0.030504,2.4146,-0.83501,0.82211,-2.4779,3.3
4,2,-0.61401,-1.1572,0.24153,0.61401,1.1572,-0.24153,0,1.2504,-1.1473,-1.6613,-0.24808,-1.344,6,3,NEEDY,0.48152,-0.63608,0.6533,-1.6325,0.011458,0.16894,-0.11583,-0.047676,-0.068733,-0.17597,-0.35915,-0.14801,-0.47311,3.6245,1.1934,1.0781,0.47756,0.60049
4,1,-0.84757,-0.093396,0.26272,-0.84757,-0.093396,0.26272,0,2.0976,0.30034,0.18709,0.39156,-0.41417,5,4,FISHY,0.8639,-0.36179,0.7175,0.05007,0.46631,-0.018063,0.072654,0.038275,0.0015478,0.045743,-0.0013849,0.47425,0.18766,-1.6149,2.2293,-0.05156,0.18787,-0.23943
4,2,-0.41069,-0.068964,-0.21104,0.41069,0.068964,0.21104,1,1.4929,-1.4818,-0.55388,-0.0425,0.13755,3,4,WILD,-1.1184,1.3627,-1.4505,0.22106,-0.30965,0.12683,-0.046932,0.04571,0.012306,-0.69326,-0.37095,-0.38961,-0.2908,1.7099,-0.70765,2.0195,-0.49345,2.5129
4,2,0.0088957,-0.422,-0.19336,-0.0088957,0.422,0.19336,1,1.2284,-1.0394,-1.5878,0.338,0.28237,1,4,CLOUDY,0.28298,-1.043,0.77427,-0.10211,-0.35276,0.039925,-0.012739,-0.0038365,0.0073411,-0.34299,-0.52909,-0.316,-0.28294,0.9666,1.227,0.69998,-1.1111,1.8111
4,2,-0.27864,2.2765,-0.20012,0.27864,-2.2765,0.20012,0,1.6652,0.76801,-0.36708,-0.088064,-0.77978,2,4,BLIND,-0.49048,-0.015543,-0.27849,-0.02056,-0.079099,0.11978,0.015215,-0.033062,-0.034527,0.13239,-0.25715,-0.18535,-0.37724,2.0755,2.578,0.49789,-0.46613,0.96402
4,2,-1.4544,0.93183,0.032668,1.4544,-0.93183,-0.032668,1,2.4368,0.70575,0.68631,0.23483,0.32857,2,4,FLOWERY,-0.67877,-0.4413,-0.14055,-0.037094,-0.11309,0.20781,-0.0081401,-0.017052,-0.028376,0.43687,0.40495,-0.12005,-0.069528,2.1263,-0.41604,0.14945,-0.81709,0.96654
4,2,-1.6218,0.88991,0.46638,1.6218,-0.88991,-0.46638,0,1.8007,0.5908,0.82982,1.509,0.53865,5,4,FLUFFY,0.4519,-2.2748,1.5918,-0.064509,-0.62778,0.085562,-0.052087,0.047734,0.046055,0.24767,0.31127,-0.22864,-0.43562,1.5891,0.87152,1.2778,-0.77604,2.0539
4,1,3.3855,-0.6644,-0.39856,3.3855,-0.6644,-0.39856,1,1.7005,-0.034557,0.075503,0.45746,0.83896,5,4,LEWD,-3.1655,1.0007,-2.4395,-0.69181,0.48952,0.07536,-0.074131,-0.014369,-0.010976,-0.0033292,0.023923,0.51581,0.58335,2.2246,1.346,1.3708,-2.2956,3.6664
