RTs,subs,class,EncAct,subsMem,ECent
2.1772,5,TRUE,2.1639,1,0.47759
1.9579,5,FALSE,0.1222,2,0.20722
2.1857,5,FALSE,2.4368,2,0.12808
0,5,FALSE,2.1333,1,0.35987
1.7851,5,TRUE,0.14582,1,0.27599
2.1295,5,FALSE,1.495,2,0.050401
1.2854,5,TRUE,1.1131,2,0.16974
1.545,5,TRUE,1.1003,2,0.053841
1.6776,5,FALSE,0.13257,2,0.22515
1.0934,5,FALSE,1.5964,2,0.044563
2.1051,5,TRUE,2.1522,2,0.59934
2.0779,5,FALSE,1.7452,2,0.24073
2.3296,5,TRUE,0.85794,1,0.34998
0,5,FALSE,1.6786,1,0.17804
1.4581,5,FALSE,-0.75537,1,0.038373
2.2091,5,TRUE,2.8064,1,0.52827
1.6052,5,FALSE,1.324,2,0.20674
1.4808,5,TRUE,1.1088,1,0.46753
0.99654,5,TRUE,2.7499,2,0.32963
0,5,FALSE,-1.9833,1,0.58156
1.8371,5,FALSE,0.50951,2,0.18392
1.4087,5,TRUE,1.5241,2,-0.0042192
1.2926,5,FALSE,2.4923,2,0.20204
1.8325,5,TRUE,3.2002,1,0.40564
1.5649,5,TRUE,1.5745,1,0.12492
0,5,FALSE,-2.3395,1,0.66238
1.2525,5,FALSE,-0.98505,2,0.14326
0.76836,5,FALSE,0.76954,1,0.0978
0,5,FALSE,1.9148,1,0.21617
1.7125,5,TRUE,-0.64709,2,-0.26357
1.8126,5,FALSE,0.43307,2,0.36076
0,5,FALSE,2.1943,1,0.031002
1.4165,5,TRUE,1.2394,2,0.55557
1.2927,5,TRUE,0.32377,1,0.18101
0,5,FALSE,-1.439,1,0.30372
1.5811,5,TRUE,2.1525,1,0.33094
2.9128,5,TRUE,3.6137,2,0.11364
0.42449,5,FALSE,1.4666,2,0.32008
0,5,FALSE,0.44168,1,0.02901
2.2847,5,FALSE,-0.23186,2,-0.053329
1.6546,5,TRUE,0.78208,2,0.70824
1.9335,5,FALSE,1.4048,1,0.1411
0.93721,5,FALSE,0.41637,2,0.14124
1.565,5,TRUE,1.5121,2,0.12488
1.8098,5,FALSE,1.4132,2,0.45683
0,5,FALSE,2.7812,1,0.063
2.2494,5,TRUE,2.6832,2,0.076276
2.2532,5,FALSE,1.1019,2,0.051017
0.24185,5,FALSE,0.30986,2,-0.076232
1.6696,5,FALSE,0.27664,2,-0.014938
2.1854,5,TRUE,0.31757,1,-0.0095215
1.1573,5,TRUE,-1.1062,2,0.49809
0,5,FALSE,-2.8025,1,0.12426
0,5,FALSE,-0.3361,1,0.28706
2.0175,5,FALSE,0.10943,2,0.17667
2.7177,5,TRUE,-2.5219,2,0.017714
0,5,FALSE,-1.0174,1,0.24575
0,5,FALSE,-3.6876,1,0.26153
1.7537,5,FALSE,0.57957,2,-0.37674
2.0654,5,TRUE,0.55886,1,-0.046729
0,5,FALSE,-1.6049,1,0.086901
1.2698,5,TRUE,2.1046,1,0.12682
0,5,FALSE,1.0895,1,-0.044086
2.8022,5,TRUE,1.8807,2,0.59922
1.7493,5,FALSE,-0.033288,2,0.27204
1.2253,5,FALSE,0.081891,1,0.073636
0.66081,5,FALSE,0.13261,1,0.19474
2.2415,5,TRUE,0.20966,1,0.3567
1.3333,5,FALSE,-0.12676,2,0.16196
0,5,FALSE,-3.4127,1,0.22817
1.4135,5,FALSE,0.94308,2,0.15603
2.8014,5,TRUE,1.9708,2,0.29881
1.8053,5,TRUE,-0.51138,1,0.11774
2.6012,5,TRUE,1.8648,1,0.10374
2.4377,5,FALSE,-1.3337,2,0.47425
0,5,FALSE,-0.42699,1,0.24713
1.7173,5,FALSE,0.8544,1,0.19898
1.0336,5,FALSE,-0.6051,2,0.36985
1.2053,5,TRUE,2.1561,2,-0.33384
2.3576,5,FALSE,0.61835,2,0.12989
2.3375,5,TRUE,1.4467,1,0.19072
1.4934,5,TRUE,2.7028,2,0.29456
2.5851,5,TRUE,1.2782,1,0.063871
1.4459,5,FALSE,1.4381,2,0.19548
1.6655,5,TRUE,1.7946,2,-0.034388
1.7734,5,FALSE,1.3473,2,0.24592
1.5289,5,TRUE,2.3409,2,0.053611
2.2026,5,TRUE,0.71793,2,0.16736
2.0185,5,TRUE,0.82938,1,-0.013036
2.6704,5,TRUE,1.6244,2,0.40989
1.4742,5,FALSE,-0.46817,2,0.14982
1.5258,5,FALSE,0.36862,1,0.51098
1.7303,5,TRUE,-0.91573,2,0.14873
1.7821,5,FALSE,0.45579,2,-0.034254
2.794,5,FALSE,-1.1725,1,0.2612
0,5,FALSE,0.81925,1,0.28
2.7783,5,TRUE,3.0222,1,0.22899
0,5,FALSE,1.4549,1,0.34792
1.1539,5,TRUE,-1.0183,2,-0.052344
1.9898,5,FALSE,-1.4225,2,0.079618
1.3106,5,TRUE,1.821,2,0.64161
1.8022,5,FALSE,-0.15854,2,0.44264
1.8622,5,TRUE,1.5266,2,0.034704
2.33,5,FALSE,-1.8672,2,0.25342
1.2058,5,FALSE,-0.45352,1,0.034705
1.1784,5,FALSE,1.576,2,0.037768
0,5,FALSE,1.0378,1,0.21983
1.3699,5,FALSE,1.4317,2,-0.16267
2.1266,5,FALSE,0.34576,2,0.072414
1.8503,5,TRUE,0.20125,2,0.54846
1.6301,5,TRUE,-0.072549,2,0.0034968
2.3625,6,TRUE,-0.71073,1,-0.34807
2.5949,6,FALSE,-1.7947,2,0.24353
1.9104,6,TRUE,-1.3987,2,-0.3987
0,6,FALSE,-1.4713,1,0.14877
1.4047,6,TRUE,-0.83726,2,0.20059
1.985,6,FALSE,1.3361,2,0.44687
2.2366,6,FALSE,2.3764,2,0.16999
2.1439,6,FALSE,2.2295,2,0.35732
2.1601,6,FALSE,2.3524,2,0.48446
2.5396,6,TRUE,1.3886,1,-0.066099
2.8267,6,FALSE,2.1258,2,0.61641
0,6,FALSE,-0.84225,1,-0.60431
1.2506,6,TRUE,1.8662,2,-0.16978
2.7092,6,TRUE,1.9255,2,-0.24323
2.4175,6,TRUE,3.0234,1,0.13351
2.3811,6,TRUE,0.67935,1,0.15376
2.9686,6,TRUE,2.6565,2,-0.40783
2.1139,6,TRUE,0.93647,1,-0.31305
2.389,6,TRUE,0.35463,2,0.18421
2.1371,6,FALSE,-1.3282,1,0.45903
2.2288,6,FALSE,0.95292,2,-0.56797
2.3879,6,TRUE,0.43441,2,0.20782
0,6,FALSE,-1.883,1,0.27221
0,6,FALSE,0.6906,1,0.2934
2.5912,6,TRUE,-2.9841,1,0.65517
0,6,FALSE,-0.90512,1,0.14437
2.0944,6,TRUE,-1.1668,2,-0.32256
2.3469,6,TRUE,1.1727,2,0.31776
1.6302,6,TRUE,2.14,2,-0.40354
2.4659,6,FALSE,-0.17496,2,-0.13942
2.3655,6,FALSE,-0.12089,1,0.51027
2.1858,6,FALSE,3.2597,2,0.74435
1.7575,6,TRUE,-0.17364,1,0.14957
2.681,6,TRUE,0.14265,1,0.28544
2.0206,6,FALSE,2.6171,1,-0.35669
2.1849,6,TRUE,-2.3386,2,0.45503
1.2197,6,TRUE,1.0782,2,-0.22324
2.5431,6,TRUE,1.8759,1,-0.37558
1.8091,6,TRUE,0.66065,2,0.25613
2.1482,6,FALSE,-1.808,1,0.65483
1.3283,6,TRUE,1.1362,2,-0.61301
2.9478,6,FALSE,-0.4377,2,-0.50317
1.5515,6,FALSE,0.37794,2,0.23759
2.435,6,FALSE,-1.0347,2,0.10643
2.5435,6,FALSE,0.35534,2,0.34583
2.5345,6,FALSE,1.8319,2,0.47428
2.8502,6,TRUE,1.3871,1,0.4698
2.2864,6,FALSE,0.30453,1,-0.050251
1.8419,6,FALSE,1.1874,2,-0.055762
2.5139,6,TRUE,2.7875,2,-0.39624
0.98137,6,TRUE,0.13869,2,-0.3904
2.4329,6,FALSE,-3.5928,1,-0.052709
2.4123,6,FALSE,-0.49555,2,0.043964
1.7326,6,TRUE,1.5181,1,0.51042
1.8321,6,FALSE,1.5881,2,0.59764
2.0837,6,FALSE,1.6993,2,-0.61164
2.016,6,TRUE,2.952,1,-0.3377
1.9076,6,FALSE,2.6122,1,0.29432
2.4906,6,TRUE,0.58943,2,0.051265
2.0025,6,FALSE,2.0403,2,-0.37791
1.7661,6,TRUE,-0.9472,2,-0.49614
1.8903,6,FALSE,2.5098,1,0.52893
1.7573,6,FALSE,3.9829,2,0.60893
2.7457,6,TRUE,2.8904,1,0.47142
1.4611,6,TRUE,-1.9392,2,-0.48074
1.3128,6,FALSE,0.59378,2,0.12101
2.5244,6,TRUE,1.2973,1,-0.13575
0,6,FALSE,0.76277,1,0.12382
1.972,6,TRUE,2.1866,1,-0.6089
2.5758,6,TRUE,-0.82621,2,-0.20913
2.8834,6,TRUE,1.9095,1,0.12216
1.6636,6,TRUE,1.2944,2,-0.064623
2.6068,6,FALSE,-0.51501,2,0.095987
1.3785,6,TRUE,-0.22352,2,-0.39522
2.0387,6,FALSE,0.79559,2,0.14966
1.6903,6,FALSE,0.00085417,1,0.2463
2.5419,6,FALSE,3.1437,2,-0.42934
1.7134,6,TRUE,0.77853,1,0.27777
1.6057,6,FALSE,0.20783,1,0.17091
0,6,FALSE,2.0132,1,0.48158
1.5933,6,TRUE,-1.7497,2,0.1033
2.1489,6,TRUE,0.99585,2,0.49096
2.2003,6,TRUE,-0.20819,2,-0.060152
1.8838,6,FALSE,2.6859,2,0.09045
1.4555,6,FALSE,1.3924,2,0.24848
1.3468,6,TRUE,2.5322,2,-0.54279
2.0935,6,FALSE,0.38647,2,0.022145
2.8615,6,FALSE,0.012752,1,-0.099614
1.2891,6,FALSE,-0.011273,1,-0.22561
1.2687,6,TRUE,-1.2725,2,-0.20578
2.1128,6,FALSE,4.1448,2,0.73605
1.7887,6,TRUE,-0.15357,2,-0.52584
2.152,6,FALSE,0.28487,2,0.53778
1.7558,6,TRUE,1.1577,2,0.20115
1.4402,6,TRUE,-0.60542,2,0.26053
2.1877,6,TRUE,-1.0642,1,-0.11127
0.91905,6,TRUE,0.050183,2,-0.26726
2.1388,6,TRUE,1.8921,2,-0.3395
1.079,6,TRUE,-0.31587,2,-0.22795
1.5387,6,TRUE,-0.32174,2,-0.15164
2.6579,6,FALSE,1.7401,1,0.46331
2.1501,6,FALSE,2.4351,1,0.45904
2.6736,6,TRUE,-0.81919,2,0.078905
1.8931,6,FALSE,3.0023,2,0.63362
1.9812,6,FALSE,1.7574,2,0.31745
1.3448,6,FALSE,1,1,0.12436
1.5484,6,TRUE,2.3273,2,0.048461
2.6406,6,FALSE,2.3275,2,-0.34279
2.4398,6,TRUE,2.3721,2,0.33432
1.2449,6,FALSE,0.92032,1,-0.3169
2.2406,6,FALSE,-1.1532,2,0.41448
2.8042,6,FALSE,1.0983,1,-0.14453
2.2999,6,FALSE,-0.092592,2,0.093132
1.3356,6,TRUE,0.13732,2,-0.12036
2.5791,6,TRUE,1.9805,2,0.35059
2.475,6,TRUE,1.2046,2,0.53062
2.4385,6,TRUE,1.328,2,0.35988
1.131,6,TRUE,-1.2985,2,-0.62205
1.5861,6,FALSE,1.9268,2,-0.16245
2.7495,6,FALSE,0.21209,2,-0.019176
2.602,6,TRUE,1.3199,1,0.56661
2.0695,6,FALSE,0.78639,2,0.37897
2.6011,6,TRUE,-0.43439,1,-0.60866
1.7087,6,TRUE,-1.311,2,0.28986
2.481,6,FALSE,3.3743,2,-0.43168
2.1965,6,TRUE,0.63147,1,0.34513
1.032,6,TRUE,-0.24243,2,-0.14117
2.248,6,TRUE,2.1903,2,0.36077
2.2037,6,FALSE,1.8035,2,-0.23459
2.2871,6,FALSE,3.2306,2,-0.19543
1.5788,6,TRUE,1.2906,2,-0.093758
1.9431,6,TRUE,1.2601,2,-0.17289
1.8632,7,FALSE,2.4191,1,0.38649
1.5324,7,TRUE,-1.9726,2,0.12197
2.4,7,TRUE,3.6508,2,0.53921
1.3879,7,TRUE,5.5948,2,0.39764
2.0002,7,TRUE,0.015526,1,0.4376
1.36,7,FALSE,3.9717,2,0.20176
2.5086,7,FALSE,4.6212,1,0.31866
2.0085,7,TRUE,2.9858,1,-0.27071
1.2524,7,FALSE,4.593,2,-0.13847
1.424,7,TRUE,0.37146,1,0.13772
1.5007,7,TRUE,2.5949,2,0.48971
1.5283,7,FALSE,5.4889,2,-0.14312
1.4922,7,FALSE,1.7193,2,0.26712
1.176,7,FALSE,5.4602,2,0.57499
1.5078,7,FALSE,1.6255,2,0.20565
1.9123,7,FALSE,2.2841,2,0.20729
1.9882,7,FALSE,2.5522,2,0.28406
2.0161,7,TRUE,3.4362,1,-0.15407
1.1078,7,TRUE,-0.37989,2,-0.052733
1.7204,7,TRUE,0.31542,2,0.39046
1.8201,7,FALSE,4.2743,2,-0.099555
1.0642,7,FALSE,2.6163,1,0.23664
1.3204,7,FALSE,3.7031,2,0.25193
2.0683,7,TRUE,2.8531,1,0.46146
1.0926,7,TRUE,3.7038,2,-0.222
1.9054,7,FALSE,1.1853,1,0.016683
1.5403,7,TRUE,2.8804,2,-0.21895
1.9844,7,TRUE,3.5325,2,0.68276
1.9409,7,TRUE,3.367,1,-0.033565
1.8327,7,FALSE,1.1119,1,-0.12245
1.8764,7,FALSE,2.8283,2,0.00089165
1.2679,7,FALSE,5.6029,2,-0.0549
1.3846,7,FALSE,2.0903,2,0.18078
1.7566,7,TRUE,2.4217,2,0.13774
2.0643,7,FALSE,2.9368,2,-0.050576
1.8689,7,TRUE,1.8797,2,-0.085517
1.7288,7,FALSE,1.3805,2,0.13401
1.6284,7,TRUE,-0.98729,1,0.16751
1.8961,7,TRUE,1.4323,2,-0.13336
1.7881,7,TRUE,3.3252,2,0.28123
1.6648,7,FALSE,1.3255,2,0.32097
2.0125,7,TRUE,5.0121,1,0.59994
1.4644,7,TRUE,0.063754,2,0.40724
1.5568,7,TRUE,3.7324,2,0.32798
1.9848,7,TRUE,5.9989,1,-0.058246
2.0766,7,FALSE,6.2001,2,-0.28197
1.6483,7,TRUE,3.4922,2,0.53583
1.8361,7,FALSE,4.6317,2,-0.0052475
1.8805,7,FALSE,4.8801,2,0.1073
1.8766,7,FALSE,2.5237,2,0.39422
2.6882,7,FALSE,0.77498,2,0.36429
1.4999,7,FALSE,6.4369,2,0.38133
1.9369,7,FALSE,0.41123,2,0.12046
1.7169,7,TRUE,2.8604,2,0.042854
1.9245,7,TRUE,3.7836,2,-0.36521
1.6083,7,TRUE,3.6823,2,-0.12849
1.212,7,FALSE,3.5783,2,0.32046
1.8966,7,TRUE,1.7032,1,0.16319
1.7803,7,TRUE,2.1136,2,0.09334
1.704,7,FALSE,5.8596,2,-0.36882
1.876,7,TRUE,3.0249,1,0.5992
1.1446,7,TRUE,2.5827,2,-0.058602
1.7485,7,FALSE,3.4752,2,-0.14982
2.1762,7,FALSE,5.8345,2,-0.26526
2.2689,7,FALSE,2.8035,2,0.33403
2.1046,7,TRUE,3.4827,1,0.44361
0,7,FALSE,2.456,1,-0.30978
1.4084,7,TRUE,4.9303,2,-0.48925
1.268,7,FALSE,3.1477,2,0.46556
1.4805,7,TRUE,6.8733,2,-0.54972
1.6206,7,FALSE,2.396,2,-0.045314
1.8403,7,FALSE,2.5065,1,0.23789
1.8769,7,FALSE,2.757,1,-0.095013
1.8486,7,FALSE,2.3496,2,0.44823
2.5485,7,TRUE,1.323,2,0.35338
1.968,7,TRUE,3.9802,1,-0.0316
1.893,7,TRUE,5.4953,1,-0.32957
1.3127,7,FALSE,2.3199,2,0.24353
1.2925,7,TRUE,3.0071,2,-0.16868
1.4418,7,TRUE,4.2382,2,0.58962
1.7976,7,TRUE,1.2132,1,-0.045842
1.7934,7,FALSE,2.0272,1,0.44832
1.7893,7,TRUE,4.1136,1,-0.075222
2.0812,7,TRUE,2.0777,1,0.30503
2.1816,7,TRUE,1.9136,1,0.24162
1.8255,7,FALSE,-0.53516,1,0.25511
1.4292,7,TRUE,3.0688,2,0.023663
2.8573,7,FALSE,1.2953,2,-0.35673
1.4138,7,FALSE,2.3725,2,0.011549
1.6735,7,FALSE,0.01186,2,-0.046372
1.2651,7,TRUE,3.9071,1,-0.45626
1.7018,7,FALSE,7.6629,2,-0.41786
2.5535,7,TRUE,4.9861,1,-0.039443
1.561,7,FALSE,3.5676,2,0.39284
1.733,7,FALSE,-0.44771,1,0.18388
1.2975,7,FALSE,3.0971,2,0.23383
1.801,7,TRUE,0.62244,1,0.3057
1.8688,7,TRUE,4.156,2,-0.27458
2.4974,7,FALSE,0.6149,2,0.428
2.0131,7,FALSE,4.2492,1,0.30424
1.7291,7,TRUE,6.1209,2,-0.30305
1.6047,7,TRUE,2.3887,2,-0.18239
1.5132,7,FALSE,5.4563,2,0.45553
2.1412,7,FALSE,4.6697,2,0.007611
1.3995,7,FALSE,3.0345,1,-0.080292
2.0106,7,TRUE,1.6708,1,0.41457
1.9026,7,FALSE,3.2298,2,0.29815
1.7704,7,FALSE,2.6805,2,0.1105
1.6941,7,TRUE,6.5058,2,0.69161
1.6225,7,TRUE,4.4875,2,0.23219
1.4343,7,FALSE,8.9713,1,0.51918
1.8347,7,TRUE,1.7064,2,0.14695
2.2064,7,FALSE,-0.63867,2,0.4559
1.6823,7,FALSE,2.2152,2,0.17014
1.6587,7,TRUE,4.0295,1,-0.30614
1.7506,7,FALSE,1.1522,1,0.079858
1.5462,7,TRUE,2.432,2,0.26077
1.6302,7,TRUE,3.4131,2,-0.18418
1.8745,7,FALSE,3.4476,2,-0.23248
1.7504,7,TRUE,4.0776,2,-0.0034996
1.7862,7,FALSE,4.3518,2,-0.093344
1.6141,7,FALSE,0.51454,2,0.3756
1.8907,7,TRUE,3.476,2,-0.091632
1.7266,7,TRUE,4.4944,2,-0.027256
1.6744,7,FALSE,6.9132,1,-0.30002
1.4862,7,TRUE,4.351,2,0.2402
2.0826,7,FALSE,4.4921,2,0.49621
1.7585,7,FALSE,0.84544,2,0.16302
1.2714,7,TRUE,4.9585,2,0.44063
1.6025,7,TRUE,-1.2379,1,0.41006
1.9345,7,TRUE,3.7697,2,0.10709
1.3148,7,FALSE,3.788,2,0.30606
2.2146,7,TRUE,0.71505,1,-0.12653
1.8028,7,FALSE,1.9491,2,0.079771
1.8544,7,FALSE,4.3054,2,-0.22921
1.4826,7,TRUE,0.094627,2,-0.18676
1.5506,7,FALSE,1.8046,2,0.23892
2.2185,7,FALSE,1.2556,1,-0.29766
1.5431,7,TRUE,4.8725,2,-0.13366
0,7,FALSE,-0.20463,1,0.24304
2.0226,7,TRUE,1.7871,2,0.20373
1.6265,7,FALSE,0.69554,2,0.2867
1.5984,7,FALSE,1.5568,2,-0.2115
1.779,7,FALSE,2.9773,2,0.33842
1.7265,7,TRUE,2.4111,2,0.29799
2.0024,7,TRUE,0.51681,2,-0.0028469
1.6221,7,TRUE,0.86882,2,0.064285
1.6189,7,TRUE,4.9232,2,0.60695
1.4786,7,FALSE,3.327,2,-0.013575
1.2231,7,TRUE,0.74314,2,0.56198
1.7309,7,FALSE,5.5037,2,-0.28613
1.5187,7,TRUE,2.9364,1,0.53003
1.8264,7,FALSE,1.9712,1,0.035363
1.4541,7,TRUE,-1.1268,2,0.10925
1.3388,7,FALSE,-0.71673,2,0.15634
0,8,FALSE,0.39614,1,0.0011331
2.3074,8,TRUE,-1.3459,2,-0.019351
2.4635,8,FALSE,1.7733,2,-0.15895
2.4194,8,TRUE,1.8852,2,0.42157
1.9397,8,TRUE,1.6561,2,0.091317
1.5675,8,TRUE,1.8645,2,0.50701
1.3713,8,TRUE,1.6159,2,0.51722
1.743,8,FALSE,2.4174,2,-0.18054
1.8313,8,FALSE,2.5269,2,-0.032269
1.8273,8,TRUE,0.65256,1,0.22973
2.055,8,FALSE,1.0009,2,0.46124
1.9155,8,TRUE,2.2566,2,-0.069651
2.3152,8,FALSE,2.436,2,0.47508
2.8311,8,FALSE,1.9672,2,0.13451
1.6835,8,FALSE,0.92792,2,0.39583
1.7754,8,TRUE,1.0022,2,-0.15129
1.7553,8,TRUE,0.14645,2,0.056667
1.911,8,FALSE,1.6112,1,0.044721
2.1475,8,FALSE,2.5512,2,-0.37879
2.6191,8,FALSE,-0.8269,2,0.018535
1.5155,8,FALSE,3.9605,2,0.35383
2.8313,8,FALSE,0.39422,2,0.11077
2.8352,8,TRUE,-3.1984,1,0.41669
2.2621,8,TRUE,1.3427,2,-0.060439
1.9132,8,FALSE,1.4029,2,0.5534
0,8,FALSE,-1.9852,1,-0.040339
1.6614,8,FALSE,2.0789,2,-0.50052
1.3694,8,TRUE,0.2022,2,0.51774
0,8,FALSE,-1.0671,1,0.16749
2.8968,8,TRUE,0.85651,2,-0.24831
2.4534,8,FALSE,1.7314,2,0.26301
0,8,FALSE,2.9753,1,0.54735
2.3369,8,FALSE,0.66448,2,-0.15615
2.1174,8,TRUE,-1.0232,2,-0.37648
2.6253,8,TRUE,3.0115,2,-0.073566
2.229,8,FALSE,1.6028,2,-0.0028082
0,8,FALSE,-3.2356,1,-0.27822
1.7014,8,FALSE,-0.13816,2,0.12542
2.7612,8,FALSE,1.0478,2,-0.18758
0,8,FALSE,1.4932,1,0.29748
2.6088,8,FALSE,3.009,2,0.13837
2.0615,8,TRUE,1.3686,2,-0.0012884
1.5693,8,FALSE,0.15419,2,-0.15182
1.8369,8,FALSE,0.99516,2,0.19271
2.3688,8,TRUE,2.6556,1,-0.18
2.2534,8,TRUE,-0.26381,1,0.34111
2.2012,8,TRUE,2.8624,2,-0.32624
2.2288,8,TRUE,-1.2118,1,0.21827
1.5127,8,FALSE,1.1483,2,0.49727
2.4264,8,FALSE,1.5126,2,0.33343
2.3183,8,TRUE,2.8743,2,-0.16573
2.4338,8,FALSE,2.4148,2,-0.3251
0,8,FALSE,-1.1677,1,0.044117
0,8,FALSE,2.6224,1,-0.32762
2.8541,8,TRUE,2.0724,2,0.089079
1.5618,8,TRUE,-0.60358,2,-0.0062763
2.4696,8,FALSE,-0.58088,2,0.064536
2.3861,8,TRUE,1.8753,1,-0.57487
2.6178,8,FALSE,3.283,2,0.018636
2.0297,8,TRUE,0.054643,1,0.094849
1.5221,8,TRUE,1.8761,2,-0.24947
0,8,FALSE,1.4279,1,-0.25942
1.97,8,FALSE,-0.35662,1,-0.081229
2.2056,8,TRUE,2.216,2,0.38524
1.7782,8,FALSE,1.8483,2,0.3128
1.474,8,FALSE,3.5721,2,0.50776
1.6621,8,TRUE,2.552,2,0.57471
0,8,FALSE,-2.0252,1,-0.47983
2.4264,8,FALSE,3.0764,2,0.059734
0,8,FALSE,-1.2774,1,0.59193
2.6718,8,TRUE,1.3985,2,0.19744
1.7707,8,FALSE,3.9112,2,0.17952
1.8226,8,TRUE,-3.8958,1,0.33258
1.9625,8,TRUE,-0.94039,2,0.27925
1.6144,8,FALSE,1.5096,2,-0.15406
1.907,8,TRUE,1.4273,2,0.23216
1.9027,8,FALSE,-0.069073,2,-0.034146
0,8,FALSE,0.13276,1,0.36735
2.8382,8,TRUE,-0.22268,2,0.17654
0,8,FALSE,-1.8871,1,0.46075
1.6987,8,TRUE,-0.23595,2,-0.10944
2.7827,8,FALSE,0.99516,2,-0.06745
0,8,FALSE,1.3774,1,0.21476
2.2464,8,FALSE,-1.127,2,-0.16858
1.5788,8,FALSE,3.2143,2,0.02274
0,8,FALSE,3.3281,1,0.35026
2.8185,8,TRUE,-0.32146,1,-0.27078
1.3101,8,FALSE,-1.868,2,0.13128
2.6827,8,TRUE,1.6764,2,-0.16524
1.9747,8,TRUE,-0.91416,1,-0.19841
1.7544,8,TRUE,-0.36458,2,0.22671
0,8,FALSE,2.1462,1,0.39343
2.9068,8,TRUE,-1.0616,1,0.34458
0,8,FALSE,-1.1569,1,0.10067
2.0743,8,FALSE,2.0182,2,-0.43649
2.2891,8,FALSE,4.9128,2,0.1685
1.7719,8,FALSE,1.2846,2,0.39269
1.9517,8,TRUE,0.41759,1,-0.088999
1.8198,8,FALSE,3.7074,2,0.12784
1.2124,8,FALSE,-0.55635,2,-0.05097
0,8,FALSE,-0.012706,1,0.098365
0,8,FALSE,0.826,1,0.077807
1.7004,8,TRUE,1.7071,2,0.075845
1.2882,8,TRUE,2.1381,2,-0.33742
0,8,FALSE,-1.1548,1,0.36809
0,8,FALSE,1.7831,1,0.0066342
1.5963,8,FALSE,2.0835,2,-0.41956
0,8,FALSE,-0.019873,1,0.076372
2.1959,8,FALSE,0.50398,2,-0.16617
2.7359,8,TRUE,1.026,2,0.45892
1.7083,8,TRUE,1.3431,2,0.3801
2.024,8,FALSE,-0.72762,2,0.29184
0,8,FALSE,-1.6401,1,-0.38636
2.8884,8,TRUE,-0.45333,1,-0.015431
2.4764,8,TRUE,0.25573,1,-0.022921
0,8,FALSE,1.7894,1,-0.077635
2.1159,8,TRUE,2.589,2,0.43784
1.6429,8,FALSE,1.1299,2,-0.19855
2.0942,8,TRUE,1.483,1,0.46909
1.858,8,FALSE,2.3991,2,0.099527
1.7906,8,TRUE,1.4889,1,0.26699
1.3662,8,FALSE,4.7458,2,-0.50837
1.1779,8,FALSE,2.8345,2,-0.30614
2.4945,8,TRUE,0.29712,2,0.080624
2.1541,8,FALSE,-1.1767,2,0.51543
0,8,FALSE,2.1379,1,-0.11682
1.4465,8,FALSE,1.2726,1,0.048564
1.7944,8,FALSE,1.9594,2,-0.14798
2.7742,8,TRUE,4.1518,2,0.43303
1.874,8,TRUE,2.1865,2,0.32991
0,8,FALSE,3.8016,1,-0.0034725
2.2942,8,FALSE,1.2468,2,-0.17831
1.466,8,TRUE,-0.46107,2,-0.15605
2.5345,8,TRUE,0.044564,2,-0.1153
0,8,FALSE,1.3453,1,0.098272
2.5741,8,TRUE,2.2578,1,0.52994
0,8,FALSE,0.42255,1,-0.2921
2.4946,8,FALSE,-0.5273,2,-0.024844
0,8,FALSE,0.43796,1,0.034986
1.254,8,TRUE,-0.75785,2,-0.11765
0,8,FALSE,0.47823,1,-0.29336
2.1425,8,TRUE,-1.5145,2,-0.23144
0,9,FALSE,-1.985,1,-0.11401
2.213,9,FALSE,-0.50873,2,-0.022294
1.2727,9,TRUE,0.71389,2,0.31307
1.3249,9,FALSE,2.3007,2,0.61411
1.4041,9,FALSE,2.8715,2,-0.15265
1.3756,9,TRUE,1.8814,2,-0.10547
2.0919,9,FALSE,2.8521,2,0.18891
1.5915,9,FALSE,2.2599,2,0.55025
2.2474,9,FALSE,0.35259,2,0.094178
1.299,9,TRUE,-1.2134,2,0.076324
2.0226,9,FALSE,3.9975,1,0.11654
1.93,9,TRUE,3.646,2,0.16861
2.0261,9,TRUE,1.5343,1,0.23496
2.0617,9,TRUE,1.2835,2,-0.43834
1.9773,9,TRUE,1.5615,2,0.028145
2.3575,9,TRUE,0.90278,1,-0.036718
1.3211,9,FALSE,2.3785,2,-0.12463
1.9007,9,FALSE,2.6638,2,0.055711
1.561,9,TRUE,0.79574,2,0.45756
1.4125,9,TRUE,3.1763,1,-0.24681
1.5441,9,TRUE,3.3974,2,-0.049524
1.8757,9,FALSE,0.77361,1,0.059942
1.2559,9,FALSE,5.8527,2,-0.2634
1.5955,9,TRUE,3.1333,2,-0.10603
1.8569,9,FALSE,1.1992,2,0.48771
1.6212,9,TRUE,1.4592,2,0.40969
1.2808,9,FALSE,6.0088,2,-0.24731
2.1643,9,FALSE,-3.1082,2,0.094537
2.2006,9,TRUE,0.40085,2,0.3365
1.7002,9,FALSE,0.016059,2,0.043468
1.6399,9,TRUE,2.1717,2,0.15565
1.4914,9,TRUE,-0.58845,2,0.42488
1.5597,9,FALSE,3.1044,2,0.5899
1.2273,9,TRUE,-0.89994,2,-0.22855
1.7587,9,FALSE,2.7655,1,0.34559
1.9944,9,FALSE,2.5437,2,0.29387
1.1587,9,TRUE,1.4581,2,0.34262
1.8424,9,FALSE,4.6381,2,0.6855
1.3899,9,TRUE,2.0271,2,0.15642
