RTs,subs,class,EncAct,subsMem,ECent
1.8218,9,TRUE,2.0554,2,-0.10501
1.5854,9,TRUE,1.2091,2,0.20801
1.837,9,FALSE,2.3028,2,-0.1306
1.5373,9,FALSE,2.3388,2,0.063698
1.3569,9,TRUE,1.6437,2,-0.011361
1.4164,9,FALSE,2.2491,2,0.0083986
1.9959,9,TRUE,1.6533,2,0.45508
2.0243,9,FALSE,2.4557,2,-0.12302
1.6439,9,FALSE,5.5897,2,0.37784
2.2155,9,FALSE,2.6707,1,0.15092
1.4192,9,TRUE,3.033,2,0.13876
2.044,9,TRUE,0.73717,2,0.34214
1.4958,9,FALSE,3.2574,2,-0.032536
1.5712,9,FALSE,0.95681,2,0.1463
1.6788,9,TRUE,2.091,2,0.15021
2.6104,9,FALSE,2.0348,1,0.39494
1.9748,9,FALSE,-0.090911,2,-0.22981
1.7543,9,TRUE,2.3237,2,0.13501
2.6299,9,FALSE,1.6321,2,0.41809
1.3454,9,FALSE,0.88664,2,0.44863
1.4253,9,TRUE,2.077,2,0.17659
2.0769,9,TRUE,2.7715,2,-0.18723
1.3045,9,FALSE,4.1568,2,0.47584
2.7168,9,TRUE,2.9972,1,0.40972
1.5204,9,TRUE,2.2706,2,-0.252
1.332,9,FALSE,0.20863,2,0.18491
2.2723,9,TRUE,2.6686,2,0.51994
1.8038,9,FALSE,1.9398,2,0.12568
2.4234,9,TRUE,2.1514,2,0.60819
1.8669,9,FALSE,2.1084,2,0.29615
2.5194,9,TRUE,4.904,1,0.58902
2.2909,9,TRUE,2.803,2,0.63811
2.0545,9,FALSE,1.5362,2,0.62702
2.2543,9,FALSE,0.51689,2,0.27972
1.4419,9,TRUE,1.9762,2,0.1955
1.5859,9,FALSE,3.3471,1,0.11507
1.25,9,TRUE,2.3282,2,-0.21019
1.1577,9,FALSE,-0.20692,2,0.144
1.8412,9,FALSE,-1.1564,2,0.053333
0.92485,9,TRUE,1.9334,2,-0.048279
1.0165,9,TRUE,1.2465,2,0.47945
1.2288,9,TRUE,2.1037,2,0.047574
1.6482,9,FALSE,-1.1786,2,0.2865
2.4117,9,TRUE,1.7917,2,-0.17408
2.1513,9,TRUE,-0.13215,1,0.16054
2.075,9,TRUE,1.0526,1,0.13507
2.6952,9,FALSE,4.6321,1,0.32385
2.2348,9,FALSE,1.8981,2,0.50337
1.7664,9,TRUE,1.5142,2,0.028812
1.29,9,TRUE,2.7673,2,0.12024
1.3023,9,FALSE,3.2328,2,0.1779
1.2659,9,TRUE,0.9577,2,0.12459
1.4615,9,FALSE,3.5409,2,0.238
2.5771,9,FALSE,1.3916,2,0.44573
2.473,9,TRUE,0.80467,2,0.14531
1.8046,9,FALSE,5.9974,2,-0.3674
2.3841,9,FALSE,2.3194,2,-0.23084
1.1884,9,FALSE,-0.42183,2,-0.31926
1.3599,9,TRUE,-0.7246,2,0.23354
1.6516,9,TRUE,2.5091,2,0.51889
1.5512,9,TRUE,-0.27815,2,0.0023766
1.4342,9,TRUE,0.63137,2,0.25029
2.1653,9,FALSE,1.1491,2,0.0017376
1.3216,9,TRUE,1.4503,2,-0.11374
2.0852,9,TRUE,1.9738,2,-0.051307
1.2806,9,FALSE,-1.9041,2,0.099419
1.9562,9,TRUE,1.5416,1,0.066857
1.3199,9,TRUE,0.78312,2,0.11057
1.7561,9,FALSE,-2.844,1,0.3183
1.2797,9,FALSE,2.823,2,0.084476
1.3634,9,TRUE,1.0344,2,0.29312
2.3916,9,FALSE,1.8324,2,-0.10404
1.5792,9,TRUE,3.6479,2,0.43637
1.3428,9,FALSE,0.7002,2,0.14279
2.1144,9,FALSE,-2.7488,1,0.11752
1.3747,9,FALSE,4.515,2,-0.27458
1.6902,9,FALSE,2.6339,2,0.010561
1.3898,9,FALSE,4.6023,2,0.25923
1.4255,9,TRUE,0.88928,2,0.045262
1.3415,9,TRUE,0.85243,2,-0.11574
1.3293,9,TRUE,1.9279,2,-0.19742
1.7489,9,FALSE,4.8688,2,0.70203
2.7487,9,TRUE,0.85829,2,0.40523
2.0002,9,TRUE,1.1802,2,0.10833
2.308,9,FALSE,4.9095,2,0.090015
1.8875,9,FALSE,-0.80582,2,-0.1273
1.2358,9,TRUE,-1.0594,2,0.17343
1.4715,9,TRUE,1.0396,2,0.072386
1.6087,9,FALSE,1.5479,2,0.39969
1.2049,9,TRUE,-0.85354,2,0.38086
1.6805,9,FALSE,1.3267,2,0.10624
1.4244,9,TRUE,2.2896,2,0.483
2.948,9,FALSE,2.7935,2,-0.20828
2.7115,9,FALSE,0.25201,1,0.19745
2.6652,9,TRUE,1.4802,2,-0.11831
1.6228,9,FALSE,4.9641,2,-0.17248
1.323,9,TRUE,1.913,2,0.50939
1.6022,9,TRUE,0.78331,2,0.017806
2.9106,9,TRUE,4.1796,2,-0.32192
0.98598,9,TRUE,0.10567,2,0.44776
0,9,FALSE,-2.1595,1,0.18746
1.0093,9,TRUE,2.13,2,0.10936
2.4331,9,FALSE,2.426,2,0.56754
2.1648,9,FALSE,0.57801,1,0.21851
1.3444,9,TRUE,2.2992,2,0.28319
2.7486,9,FALSE,0.34078,2,0.21147
1.2242,9,FALSE,2.874,2,0.16844
1.3114,9,FALSE,2.0197,2,0.41224
1.7395,9,TRUE,2.4832,2,-0.13629
2.3593,9,FALSE,0.1223,1,-0.1969
2.0348,9,FALSE,-1.9562,1,0.4995
1.4585,10,TRUE,1.9505,2,0.1574
1.7583,10,FALSE,-1.541,2,-0.028777
1.915,10,FALSE,-0.63918,2,-0.088106
2.2625,10,FALSE,1.7354,2,0.075416
1.2269,10,TRUE,1.3428,2,0.46019
2.1508,10,FALSE,2.142,2,0.39021
1.6745,10,TRUE,-1.3317,1,-0.47927
1.7744,10,FALSE,-3.7649,2,-0.18899
1.7508,10,TRUE,1.7046,2,0.04924
1.3544,10,FALSE,2.0325,2,-0.42374
2.6431,10,TRUE,-1.2856,1,0.41933
2.3588,10,TRUE,0.87314,1,0.0091395
0,10,FALSE,-0.49576,1,0.1136
1.4429,10,TRUE,0.91055,2,0.57067
1.9267,10,FALSE,-0.12548,2,0.12618
1.2102,10,FALSE,2.829,2,0.57294
1.4862,10,FALSE,1.6332,2,0.12791
2.035,10,FALSE,1.2606,2,0.34037
1.2938,10,TRUE,2.5234,2,0.65548
1.9618,10,TRUE,1.7743,2,0.17113
1.8855,10,FALSE,-0.71598,1,0.61047
1.5134,10,TRUE,2.851,2,0.38785
2.1971,10,FALSE,5.0609,2,0.64469
1.9538,10,FALSE,-0.040422,2,0.11355
1.8935,10,FALSE,0.44448,2,0.17384
2.7015,10,FALSE,-1.2555,2,0.16938
1.2573,10,TRUE,2.0575,2,0.061752
1.885,10,FALSE,0.80401,2,-0.031181
1.6889,10,FALSE,1.9884,1,0.4991
1.2855,10,TRUE,1.3242,2,0.54816
2.0573,10,TRUE,-1.5865,2,-0.24993
1.8097,10,TRUE,2.9151,2,-0.17379
1.6092,10,TRUE,1.1852,2,0.13729
2.917,10,TRUE,1.4487,2,-0.46091
2.9058,10,TRUE,-0.97521,2,-0.24491
2.2173,10,TRUE,3.0994,2,0.18745
1.7454,10,FALSE,-0.43536,2,-0.04408
1.6848,10,FALSE,3.5352,2,-0.29262
1.4653,10,TRUE,3.3087,2,0.61191
2.3172,10,FALSE,-1.3331,2,0.1889
1.3768,10,FALSE,0.31963,2,-0.26564
1.6285,10,TRUE,0.014975,2,0.25849
0,10,FALSE,-2.536,1,0.54638
2.4849,10,FALSE,0.57262,2,0.13112
0,10,FALSE,-3.8914,1,-0.20754
2.7568,10,FALSE,0.59085,2,-0.22481
2.7211,10,FALSE,1.5932,2,0.3302
1.4369,10,TRUE,0.5125,2,0.25017
1.2888,10,TRUE,2.1438,2,-0.14058
1.3006,10,FALSE,3.6949,2,0.70708
1.7687,10,FALSE,2.08,2,0.095384
1.4973,10,FALSE,0.20907,2,-0.12398
1.2928,10,TRUE,1.2804,2,0.149
1.0445,10,TRUE,3.4337,2,-0.10912
2.0323,10,TRUE,5.0066,2,-0.11572
1.6513,10,FALSE,-1.7989,2,0.30599
2.0944,10,TRUE,-0.33658,2,0.66123
1.7862,10,TRUE,1.7437,2,-0.22009
1.3306,10,TRUE,1.9804,2,0.39293
1.3462,10,TRUE,1.3444,2,0.050835
1.5626,10,TRUE,-0.8835,2,0.28593
2.7025,10,FALSE,2.9724,2,-0.30811
1.6821,10,FALSE,5.1196,2,0.66539
1.1582,10,FALSE,3.5364,2,-0.15058
1.7307,10,FALSE,1.7179,2,0.0877
1.1742,10,TRUE,2.0727,2,0.46435
0,10,FALSE,0.79086,1,-0.053495
1.7901,10,TRUE,1.85,2,-0.043437
1.7743,10,FALSE,4.2834,2,-0.27401
1.278,10,FALSE,-0.1122,2,0.028421
2.5822,10,FALSE,-1.5727,2,-0.16396
2.6501,10,FALSE,-0.85069,2,-0.23919
1.8539,10,FALSE,2.2673,2,0.1506
0,10,FALSE,-4.1688,1,0.72003
1.2102,10,TRUE,0.97744,2,0.71728
2.614,10,FALSE,-1.7346,2,0.5106
2.237,10,FALSE,-0.53399,2,0.24391
1.4242,10,TRUE,3.4182,2,0.4005
1.0637,10,TRUE,1.7888,2,0.66665
2.6603,10,FALSE,-1.9229,1,-0.15198
2.3442,10,FALSE,0.84908,2,-0.077639
0,10,FALSE,0.16368,1,0.61434
1.8476,10,TRUE,-0.94398,1,0.46538
0,10,FALSE,-0.76743,1,0.092948
2.0318,10,FALSE,-0.57137,2,-0.01012
2.0439,10,FALSE,1.3038,2,-0.042967
1.5597,10,TRUE,2.1904,2,-0.1333
1.6683,10,FALSE,-0.81132,2,0.18495
1.5842,10,TRUE,2.9523,2,0.26449
2.9243,10,FALSE,2.3416,1,-0.34695
2.64,10,FALSE,-0.034847,1,0.10119
1.5399,10,TRUE,0.79383,2,-0.21552
1.9276,10,TRUE,-0.29493,2,0.15298
2.08,10,FALSE,2.4902,2,0.62982
2.1639,10,FALSE,3.6872,2,0.34159
2.8717,10,TRUE,-4.122,1,0.22257
2.3322,10,FALSE,-1.8182,1,-0.48723
0,10,FALSE,-2.0302,1,0.3255
1.4358,10,TRUE,-1.747,2,0.086316
1.8956,10,TRUE,-4.2202,2,0.38393
1.569,10,TRUE,0.87768,2,-0.032632
1.8682,10,FALSE,-1.9035,2,0.13505
2.7519,10,FALSE,-1.4069,2,0.49181
1.4761,10,TRUE,2.9787,2,0.55261
2.3839,10,FALSE,2.9825,1,-0.2191
2.7719,10,FALSE,1.6786,2,0.1387
2.5277,10,TRUE,2.1944,2,0.60597
0,10,FALSE,4.3366,1,-0.5438
2.544,10,TRUE,3.5454,2,0.4795
2.8518,10,TRUE,-0.46562,2,-0.23069
1.26,10,FALSE,-0.90868,2,0.048444
1.6276,10,FALSE,1.8655,2,0.16447
1.4246,10,TRUE,4.2303,2,0.66859
1.5079,10,FALSE,-1.8655,2,0.55171
2.7919,10,FALSE,2.0324,1,-0.28475
2.5156,10,FALSE,2.5236,2,0.0064671
0,10,FALSE,-1.5265,1,-0.083328
2.7881,10,FALSE,1.149,2,-0.14788
2.4517,10,FALSE,0.56366,2,0.061123
1.8242,10,TRUE,2.4294,2,0.51909
1.5957,10,TRUE,1.4228,2,0.32419
1.7207,11,FALSE,3.4359,2,0.47166
1.9498,11,TRUE,3.0702,2,0.5971
1.6016,11,FALSE,1.9193,2,0.048345
0,11,FALSE,-3.4833,1,-0.58485
1.0338,11,TRUE,3.2624,2,-0.015223
1.2456,11,TRUE,3.6146,2,0.19755
1.9376,11,TRUE,-1.314,2,0.030186
1.0201,11,FALSE,2.9833,1,0.16463
1.002,11,TRUE,-0.77357,2,0.19574
1.8537,11,FALSE,-0.784,1,-0.19673
1.0494,11,TRUE,3.8562,2,0.6072
1.7172,11,FALSE,1.4996,2,0.50947
1.3219,11,TRUE,1.7664,2,0.21669
2.0696,11,FALSE,4.2669,2,0.4744
1.4174,11,FALSE,1.3998,2,0.2216
1.0614,11,FALSE,1.3888,2,0.16351
1.546,11,FALSE,2.8582,2,0.52903
1.4297,11,TRUE,4.3782,2,0.61158
2.0414,11,FALSE,2.6493,2,0.22224
1.8133,11,FALSE,3.5314,2,0.39624
2.5298,11,FALSE,4.9934,1,0.52806
1.3737,11,FALSE,2.8784,2,0.37887
1.2654,11,TRUE,-2.2487,2,0.032699
1.7174,11,TRUE,6.7578,2,0.68677
2.2337,11,FALSE,-0.041045,2,0.00036823
1.4698,11,TRUE,4.6909,2,0.63052
1.5695,11,TRUE,3.8922,2,0.61641
1.4533,11,TRUE,3.4986,2,0.23981
1.7665,11,FALSE,4.335,2,0.61843
1.1617,11,FALSE,-0.22943,2,-0.042723
1.7737,11,TRUE,1.5341,2,0.16151
1.0892,11,FALSE,2.5962,2,0.22021
2.5337,11,TRUE,2.8204,2,0.62352
1.7857,11,FALSE,2.7766,2,0.52922
2.1415,11,TRUE,3.1326,2,0.33521
2.3132,11,FALSE,1.1477,2,0.4027
1.0539,11,TRUE,2.0743,2,0.21332
1.0336,11,TRUE,2.928,2,0.33605
2.7574,11,TRUE,0.56808,2,0.39513
1.5215,11,TRUE,7.5813,2,0.63664
1.4619,11,FALSE,0.16898,1,0.04792
1.5216,11,TRUE,4.8959,2,0.56809
1.2774,11,FALSE,-0.66153,2,0.14664
1.7053,11,TRUE,3.3308,2,0.36104
2.0458,11,FALSE,3.1387,2,0.35781
1.9217,11,TRUE,0.61616,2,0.14631
0,11,FALSE,-0.27477,1,-0.036455
1.5132,11,FALSE,2.6707,2,0.20849
1.4137,11,FALSE,-0.23155,2,-0.042479
1.6897,11,FALSE,2.1789,2,0.31901
1.1213,11,FALSE,1.6804,2,0.38438
2.0937,11,FALSE,1.1169,2,-0.094805
1.0257,11,FALSE,1.4703,2,0.41976
1.3256,11,TRUE,4.2365,2,-0.37638
1.5373,11,TRUE,3.3308,2,0.38496
1.2911,11,TRUE,1.0332,2,0.34854
1.5022,11,TRUE,3.4654,2,0.66688
1.0581,11,TRUE,-1.0395,2,0.016317
1.1018,11,FALSE,0.76829,2,0.10186
1.0343,11,FALSE,2.3967,2,0.56139
1.3981,11,FALSE,3.6305,2,0.30996
1.4902,11,FALSE,2.1228,2,0.23397
1.5267,11,FALSE,0.75192,1,0.13527
1.2823,11,TRUE,2.7152,2,-0.1055
1.9984,11,TRUE,3.5832,2,0.42402
1.114,11,FALSE,3.7087,2,-0.38477
1.9506,11,TRUE,2.9719,1,-0.22312
1.5545,11,FALSE,2.4557,2,-0.39759
0,11,FALSE,-0.055833,1,0.33848
2.4741,11,TRUE,3.32,2,-0.47444
2.5985,11,FALSE,3.0998,2,-0.17158
1.7063,11,TRUE,1.5459,1,-0.22174
1.0783,11,TRUE,0.12848,2,-0.22981
1.9301,11,TRUE,1.6916,2,0.16362
1.0626,11,FALSE,0.94834,2,0.28635
1.2343,11,TRUE,5.9334,2,-0.37192
1.4941,11,FALSE,-1.3115,2,0.35018
1.9221,11,FALSE,-0.5401,2,-0.087712
1.1979,11,FALSE,0.88213,2,0.27976
1.7064,11,FALSE,3.2495,2,0.32543
1.1582,11,TRUE,4.5956,2,-0.076701
1.378,11,TRUE,1.4524,2,0.56234
1.7,11,TRUE,-0.90212,1,0.16791
2.1034,11,TRUE,0.16999,2,0.59593
1.2916,11,TRUE,3.4489,2,0.17898
0.98345,11,FALSE,2.8026,1,-0.43699
1.0435,11,FALSE,1.3651,2,-0.15378
1.5674,11,TRUE,1.8865,2,-0.041413
2.8477,11,TRUE,3.7281,1,-0.20089
0,11,FALSE,-1.6235,1,0.1382
1.1113,11,FALSE,2.4438,2,-0.052027
2.4037,11,FALSE,1.7298,2,-0.056522
2.0077,11,FALSE,2.615,2,0.48384
1.0993,11,FALSE,3.808,2,0.11676
1.4794,11,FALSE,1.385,2,0.32682
1.5798,11,FALSE,5.5718,2,0.62607
2.8795,11,FALSE,3.6978,2,0.65821
1.9475,11,TRUE,1.7828,2,-0.11689
1.9273,11,FALSE,5.3025,2,0.45661
2.2998,11,FALSE,2.388,2,0.24623
1.6076,11,TRUE,-0.68599,2,-0.16673
1.1314,11,FALSE,1.9027,1,0.048476
1.3273,11,TRUE,3.5446,2,-0.51759
1.7879,11,FALSE,0.12456,2,-0.28304
1.0794,11,FALSE,2.9483,2,0.61704
1.2116,11,TRUE,3.6108,2,0.62022
1.6313,11,TRUE,1.6572,2,0.093549
0.92379,11,TRUE,5.0878,2,-0.30764
1.3436,11,TRUE,2.5674,2,0.09456
1.4908,11,FALSE,0.63033,2,-0.021991
1.1899,11,FALSE,4.2669,2,-0.39602
1.9377,11,FALSE,1.6976,2,-0.16954
1.3335,11,FALSE,2.255,2,0.51863
1.5061,11,TRUE,3.2587,2,-0.23079
2.382,11,TRUE,1.4643,1,0.29745
1.3855,11,FALSE,3.2388,2,0.11668
1.5413,11,FALSE,3.9682,2,-0.22119
1.4582,11,FALSE,3.6715,2,-0.057537
0.99786,11,FALSE,3.8151,2,0.59713
1.6178,11,TRUE,1.3765,2,-0.39482
1.1175,11,FALSE,4.6038,2,0.46176
2.5621,11,FALSE,0.84276,1,0.39031
2.318,11,TRUE,1.0678,2,0.45071
1.5777,11,FALSE,3.7247,2,0.18109
1.0214,11,TRUE,-0.53555,2,0.10703
0.86612,11,TRUE,2.6684,2,0.53681
1.0898,11,TRUE,0.80685,2,0.38773
2.5815,11,FALSE,2.6716,1,-0.29506
1.4022,11,FALSE,2.8004,2,0.058586
1.3259,11,TRUE,2.01,2,-0.29874
1.7699,11,TRUE,4.0322,2,0.39257
1.1415,11,TRUE,2.4937,2,-0.10162
1.6181,11,FALSE,2.3905,2,0.35855
1.1978,11,TRUE,1.1133,2,0.34815
1.4176,11,TRUE,-1.6088,2,-0.44928
1.2934,11,TRUE,6.6151,2,0.5534
1.7687,11,TRUE,1.9467,2,-0.19663
1.4759,11,TRUE,-0.9782,2,0.068643
1.5926,11,FALSE,2.6566,2,0.024134
1.3082,11,FALSE,1.8213,2,0.12706
1.2881,11,FALSE,1.1888,2,-0.026854
2.4518,11,TRUE,0.53239,2,-0.16667
0.86433,11,TRUE,3.5871,2,-0.37106
1.4761,11,FALSE,4.7776,2,0.34884
1.536,11,TRUE,0.066809,1,0.16043
1.8841,11,TRUE,2.4539,2,0.36772
2.1602,11,FALSE,0.011816,2,0.33985
1.292,11,TRUE,2.78,2,-0.38606
0.99981,11,TRUE,1.2522,2,0.30374
1.4278,11,FALSE,4.7525,2,-0.20062
1.0085,11,TRUE,0.87421,2,-0.036912
1.5082,11,FALSE,3.0298,2,-0.38035
1.688,11,TRUE,1.6387,1,0.026047
0.85985,11,TRUE,2.7772,2,0.00043014
0.80834,11,TRUE,1.9245,2,0.17954
1.1002,11,TRUE,2.6139,2,-0.17991
2.36,11,FALSE,2.8835,2,-0.20492
1.3558,11,FALSE,4.34,2,-0.24954
1.5682,11,FALSE,2.4037,2,-0.25488
1.3881,11,TRUE,3.439,2,0.53708
1.7638,11,FALSE,2.3007,2,-0.26029
2.2478,11,FALSE,2.0882,2,-0.4519
1.0199,11,FALSE,1.5747,2,-0.12614
2.8567,12,TRUE,1.1457,1,0.11021
2.2444,12,FALSE,3.1349,2,-0.1231
1.9763,12,TRUE,1.9344,2,0.22049
1.2529,12,TRUE,-0.21199,2,-0.052369
2.1528,12,TRUE,1.9364,1,0.30623
1.4492,12,TRUE,-0.70616,2,-0.034392
1.393,12,TRUE,0.80408,2,0.0035677
1.469,12,FALSE,2.758,2,0.39907
1.0007,12,FALSE,4.7008,2,0.35865
1.8532,12,TRUE,2.7083,1,0.26754
2.2891,12,FALSE,-0.59903,2,0.21507
2.2247,12,FALSE,-1.4276,2,-0.15857
0.99721,12,FALSE,2.5259,2,0.12422
1.3451,12,FALSE,-0.32489,1,0.35539
1.941,12,TRUE,2.484,2,0.20536
1.3731,12,FALSE,3.4559,2,-0.26693
2.2331,12,TRUE,3.6866,1,0.46904
1.6611,12,FALSE,0.2837,2,-0.00835
1.289,12,FALSE,5.9448,2,-0.060502
1.8289,12,TRUE,1.3953,2,0.09381
0.9367,12,FALSE,3.6056,2,-0.04748
0.93313,12,FALSE,2.045,2,0.0045498
1.9289,12,TRUE,0.71995,1,-0.063344
2.1329,12,FALSE,3.5182,2,-0.34791
0,12,FALSE,0.68312,1,0.33974
1.2558,12,FALSE,0.33172,2,0.16621
1.1405,12,TRUE,3.1711,1,0.25937
0.88795,12,FALSE,2.2322,2,0.22178
1.0759,12,TRUE,1.2298,2,-0.086549
2.4638,12,FALSE,-1.7193,1,-0.089543
2.5004,12,TRUE,1.3583,2,0.41525
1.4482,12,FALSE,2.0463,2,0.47408
1.3162,12,FALSE,1.7624,2,-0.26108
1.3438,12,TRUE,0.3689,2,0.32366
1.4762,12,FALSE,1.1201,2,0.099501
1.2003,12,TRUE,3.6514,2,-0.062631
1.26,12,TRUE,-1.8364,2,0.55113
2.7279,12,TRUE,3.1916,2,0.47167
2.7562,12,FALSE,-0.3386,2,0.028949
1.8641,12,FALSE,2.165,2,0.065794
2.0121,12,TRUE,1.2772,2,-0.10958
2.504,12,FALSE,-1.5115,2,0.39369
1.7404,12,FALSE,-1.7238,2,0.13903
1.7123,12,TRUE,1.6948,2,-0.080492
1.2679,12,FALSE,0.44788,2,0.22839
1.7678,12,TRUE,2.5801,1,-0.11657
1.1963,12,FALSE,2.9661,2,0.16
2.1443,12,TRUE,5.2473,2,0.34644
1.4999,12,FALSE,2.3496,2,-0.043576
2.0557,12,TRUE,0.95135,2,-0.011084
0,12,FALSE,-6.0242,1,0.57162
2.3594,12,FALSE,4.434,2,0.44634
1.4582,12,TRUE,1.2135,2,0.16414
1.3504,12,FALSE,3.0621,2,0.30198
1.1311,12,FALSE,2.196,2,0.11608
0.99078,12,FALSE,2.502,2,0.12738
1.4744,12,TRUE,2.1405,2,-0.081896
1.5584,12,FALSE,0.44782,1,0.020871
1.3629,12,TRUE,1.4703,2,-0.023612
2.1347,12,FALSE,0.51799,2,0.33144
1.3227,12,FALSE,4.0635,2,-0.19252
2.2223,12,TRUE,2.9368,2,-0.15074
2.5791,12,TRUE,4.5797,2,-0.036017
1.7146,12,TRUE,2.6722,2,0.028083
1.2944,12,FALSE,-1.7095,2,0.20481
1.8946,12,TRUE,5.4794,2,0.36544
1.9706,12,FALSE,0.88888,2,0.061069
2.3985,12,FALSE,-0.30276,2,0.30795
1.1309,12,FALSE,2.9324,2,-0.041954
1.3749,12,FALSE,2.0435,2,0.21167
1.2424,12,FALSE,1.7629,2,-0.067508
1.0542,12,FALSE,3.2557,2,0.066784
1.8667,12,TRUE,1.8918,2,-0.26461
1.0149,12,TRUE,1.8548,2,-0.18741
1.9945,12,TRUE,1.2501,2,0.22959
2.2383,12,TRUE,2.0249,2,-0.20265
1.9549,12,TRUE,-2.1789,2,0.32231
2.3132,12,FALSE,-0.33566,1,-0.008388
1.2285,12,TRUE,2.8156,2,0.30439
1.3002,12,TRUE,2.4239,2,0.38154
2.6086,12,FALSE,-2.3043,2,0.040784
1.0607,12,TRUE,2.3221,2,0.28793
1.1283,12,TRUE,-0.35146,1,-0.10227
2.1606,12,TRUE,0.46626,1,0.0030846
2.6924,12,TRUE,3.0441,1,0.10867
1.8324,12,TRUE,0.5798,1,0.19811
0,12,FALSE,5.1819,1,-0.22374
1.6966,12,FALSE,0.72282,1,0.25195
1.0765,12,FALSE,0.106,2,0.10761
2.6883,12,TRUE,2.8205,2,0.12858
1.0006,12,TRUE,1.0281,2,0.3084
2.1166,12,TRUE,1.8952,1,0.26924
1.4803,12,FALSE,1.4556,2,-0.13373
1.3001,12,FALSE,2.2901,2,0.10366
2.1847,12,FALSE,-1.3156,2,-0.12784
1.2525,12,TRUE,0.85418,2,0.10188
1.6724,12,FALSE,2.6825,2,0.22102
1.1563,12,FALSE,3.6227,2,0.18673
1.3447,12,FALSE,2.718,2,0.058563
2.0367,12,FALSE,2.9415,1,-0.19891
1.3683,12,FALSE,0.69442,2,0.080506
1.7001,12,TRUE,4.1781,1,-0.35209
1.9494,12,FALSE,-0.2108,1,0.07325
1.3288,12,TRUE,4.0447,2,-0.17907
2.1725,12,TRUE,-0.95942,2,0.07804
1.1522,12,TRUE,3.8652,2,-0.30944
1.6288,12,FALSE,1.701,2,0.25183
1.4806,12,TRUE,5.0014,2,0.21375
2.8361,12,FALSE,1.7402,2,0.13035
0.86454,12,FALSE,0.7897,2,0.04217
2.1963,12,FALSE,2.9125,2,-0.012523
2.6161,12,TRUE,1.368,1,0.19904
0,12,FALSE,-0.38613,1,-0.11989
1.5724,12,TRUE,0.6038,2,0.22576
1.6382,12,FALSE,3.2194,1,-0.093491
2.028,12,TRUE,4.3582,2,-0.28287
0.96063,12,FALSE,0.12888,2,0.11129
1.8563,12,TRUE,0.87085,1,0.062707
1.2886,12,FALSE,2.4206,2,0.41955
1.5644,12,FALSE,4.1977,2,0.4253
1.4003,12,TRUE,1.6336,2,0.40283
1.7241,12,FALSE,1.3436,2,0.25645
2.6844,12,FALSE,3.5282,2,-0.024839
0.95226,12,TRUE,0.32009,1,0.24468
0.9468,12,FALSE,0.32343,2,0.09258
1.2389,12,FALSE,4.6868,2,0.40338
1.2586,12,FALSE,-0.27399,1,0.28746
1.2152,12,TRUE,0.58125,2,-0.089556
2.2066,12,FALSE,3.1571,2,0.2495
2.3233,12,TRUE,0.43909,2,0.12698
2.4072,12,TRUE,1.9642,2,-0.16596
1.883,12,TRUE,1.089,1,0.11788
1.1666,12,FALSE,2.8946,2,0.25611
1.6105,12,TRUE,-0.10197,2,0.042167
1.455,12,FALSE,2.1991,2,0.31275
1.7391,12,TRUE,3.3891,2,0.46291
1.7945,12,FALSE,1.6591,2,0.3068
2.1032,12,FALSE,4.2329,2,0.23
2.8348,12,FALSE,3.9931,1,0.12083
0,12,FALSE,-1.9448,1,-0.27193
1.6151,12,TRUE,-0.01385,2,0.042372
1.0751,12,TRUE,4.4761,2,0.40047
2.2228,12,TRUE,4.9319,2,0.3619
1.1152,12,FALSE,2.6393,2,-0.22855
1.751,12,TRUE,1.1782,2,0.19679
1.131,12,TRUE,1.9963,2,0.27876
2.5668,12,FALSE,-1.1571,1,-0.033299
1.5153,12,FALSE,3.5411,2,-0.03668
1.81,13,TRUE,0.61073,1,-0.044551
2.4696,13,TRUE,3.4134,2,0.50513
1.5291,13,FALSE,1.4421,2,0.038306
2.4935,13,FALSE,-2.3953,1,0.1245
2.3371,13,TRUE,0.81047,2,0.26708
1.9007,13,FALSE,0.72655,2,-0.15248
1.5361,13,FALSE,0.61864,2,0.1047
1.3564,13,FALSE,2.3041,2,0.4204
1.432,13,TRUE,-0.87367,2,-0.00078695
0,13,FALSE,-0.76885,1,0.059687
1.7752,13,TRUE,0.89696,2,0.40477
1.7831,13,FALSE,1.6376,2,-0.20713
1.2266,13,TRUE,2.9452,1,-0.22659
1.9503,13,TRUE,2.3281,2,0.39276
2.1618,13,TRUE,2.773,2,0.68798
1.7901,13,FALSE,-0.66609,2,-0.22571
2.9137,13,TRUE,2.2543,1,0.56846
2.905,13,TRUE,-1.4977,1,0.14522
1.6612,13,FALSE,0.71516,2,-0.0059707
1.5883,13,FALSE,0.062288,2,0.026281
1.7207,13,FALSE,2.5009,2,-0.3635
1.5082,13,FALSE,0.35596,2,0.12574
2.1587,13,FALSE,1.5875,2,0.11204
1.8576,13,FALSE,-1.5729,2,0.08737
1.3892,13,TRUE,0.28304,2,0.50506
1.557,13,FALSE,0.85829,2,0.15939
1.2006,13,FALSE,0.97233,2,0.35961
1.5002,13,TRUE,1.2664,2,-0.18362
1.5845,13,TRUE,-1.5751,1,0.22213
2.164,13,TRUE,0.74753,1,0.43937
1.7276,13,TRUE,0.23298,2,-0.044863
1.1721,13,FALSE,2.5295,2,0.17661
1.7915,13,FALSE,1.3079,1,0.29992
